survey,source_q_id,source_text,best_match_q_id,best_match_text,subtopic,best_feasibility,barrier_category,barrier_subcode,barrier_description,confidence,score_borda,score_entropy,triage_quadrant,specific_conflicts,arbitrator_reasoning,pair_id
CPS,CPS_48,Which of the following Native Hawaiian or Other Pacific Islander groups (are/is) (you/he/she)? Native Hawaiian; Guamanian or Chamorro; Samoan; or another Pacific Islander group?,ACS_25,What is Person 1’s race?,Race,F1,RS,RS.2,Category structure,HIGH,0.9,0.5445140849964047,Q1,"CPS provides detailed NHPI subgroup categories (Native Hawaiian, Guamanian/Chamorro, Samoan, other) while ACS uses a broader race question; subgroups can be collapsed to match ACS but not vice versa. | CPS elicits specific NHPI subgroup categories (Native Hawaiian, Chamorro, Samoan, other), whereas ACS race uses broader race categories (NHPI as one category), requiring collapsing CPS subgroups to the ACS NHPI category.","[Anthropic — F1/RS.2] Two raters (A and C) agree on RS.2 as the barrier code. The core issue is that CPS provides specific NHPI subgroup categories (Native Hawaiian, Guamanian/Chamorro, Samoan, other Pacific Islander) while ACS asks about race more broadly. This is fundamentally a category structure difference - both are asking about the same construct (NHPI identity), but with different levels of granularity in the response options. Rater B's CC.2 coding suggests an operationalization difference, but the construct being measured (NHPI racial/ethnic identity) is the same; only the response category structure differs. For feasibility, F1 is appropriate because CPS subgroups can be mechanically collapsed into the broader ACS NHPI category through simple recoding, though specificity is lost in one direction. ||| [Openai — F1/RS.2] The CPS item is a race-subgroup list specifically within the Native Hawaiian/Other Pacific Islander (NHPI) domain, while the ACS item is the general race question with broader top-level race categories. The core concept (race identification) is compatible; the primary difference is response category structure/granularity (detailed NHPI subgroups vs a single NHPI race category within the full race list). Harmonization to ACS is straightforward by collapsing any CPS NHPI subgroup response to the ACS NHPI category, implying a direct recode (though it loses detail). This is primarily a response-category structure mismatch rather than a different construct/operationalization.",CPS_1057
CPS,CPS_171,Did (you/he/she) do any of this work during the last 4 weeks?,ACS_114,"When did this person last work, even for a few days?",Employment Status,F1,TC,TC.1,Reference period length,HIGH,0.8333333333333334,0.5898815136934819,Q1,"CPS asks binary yes/no about work in last 4 weeks; ACS asks when person last worked with categorical time ranges that can be recoded to identify work within 4-week window | Fixed 4-week activity window (CPS) versus last-work timing/date (ACS), requiring conversion of recency/date to a 4-week indicator. | CPS asks for a binary indication of work within a fixed 4-week reference period, whereas ACS asks for the specific date or timing of when the person last worked.","[Anthropic — F1/TC.1] All three raters agree on TC.1 (reference period length difference) as the barrier code. The disagreement is on feasibility. Raters A and C correctly identify that the ACS question about 'when did this person last work' provides temporal information that can be mechanically compared against a 4-week threshold. The ACS response categories typically include options like 'Within the past 12 months' with finer breakdowns including 'Within the past week' or similar categories that allow identification of work within the past 4 weeks. This makes it a direct recode (F1) rather than incompatible (F3). Rater B's concern about reliability is overstated - while there may be some measurement differences, the core temporal information is recoverable through recoding. The response scale difference (binary vs. categorical time ranges) is secondary to the temporal reference period issue. ||| [Openai — F1/TC.1] The primary discrepancy is the reference period: CPS asks whether any work occurred within the last 4 weeks, while ACS asks when the person last worked. If ACS captures a last-work date or an interval/category that can be located relative to the interview/reference date, it can be mechanically dichotomized to 'worked within past 4 weeks' by checking whether last work falls within 28 days. The response-format difference (binary vs date/recency) is secondary to the temporal mapping and does not make the measures incompatible in principle. Thus this is a temporal reference-period-length issue that is directly recodable when the ACS timing information is available. ||| [Google — F1/TC.1] Both Rater A and Rater C correctly identify that the primary barrier is the difference in reference period definition (TC.1), where CPS uses a fixed 4-week window and ACS asks for a specific point in time (date). While Rater B argues for incompatibility (F3), the consensus view of A and C is more accurate: if the ACS question yields a specific date or timing of last work, this information can be logically compared to the 4-week threshold to derive the binary CPS indicator. Therefore, the data allows for a direct recode (F1).",CPS_0412
CPS,CPS_23,Is (name's/your) parent a member of this household?,ACS_21,What is Person 1’s name? How is this person related to Person 1?,Relationship,F1,PM,PM.2,Derived variables,HIGH,0.8333333333333334,0.4206198357143049,Q1,"CPS asks a direct yes/no about parent household membership; ACS records relationship codes relative to Person 1 for all household members, requiring algorithmic scanning of relationship codes to derive equivalent binary indicator. | CPS asks a direct yes/no about whether a person’s parent is in the household; ACS provides roster relationship codes (relative to the reference person) that must be processed/derived to create an equivalent binary parent-present indicator. | CPS asks a direct binary question about parent presence; ACS records categorical relationships to a reference person, requiring the derivation of a binary indicator by scanning the household roster for parent/child codes.","[Anthropic — F1/PM.2] The core issue here is that both surveys capture parent-child relationships, but through different data structures. CPS directly asks a yes/no question about whether a parent is in the household. ACS captures relationship to Person 1 for all household members, which includes parent codes. The underlying construct (whether a parent lives in the household) is the same - the difference is in how the data is organized and must be processed. Rater A correctly identifies this as PM.2 (derived variables) because the ACS data contains the necessary information to answer the CPS question, but requires scanning household roster relationship codes and deriving a binary indicator. This is a processing/algorithmic transformation rather than a fundamental construct difference. Raters B and C overstate the barrier - the relationship information IS captured in ACS, just structured differently. For Person 1, you would look for any household member coded as 'Parent' of Person 1; for other persons, you check if Person 1 is coded as their parent or if another member is coded as parent. This is a direct recode operation (F1) involving data restructuring, not statistical modeling. ||| [Openai — F1/PM.2] The CPS item is a binary indicator of whether the target person’s parent is present in the household. The ACS does not ask that binary directly, but it captures within-household relationship codes (to Person 1/reference person) that allow construction of the same indicator by scanning household members for an appropriate parent/child linkage and then collapsing to yes/no. This is primarily a derived-variable/algorithmic harmonization task (how to compute the indicator from roster relationships), not a true construct incompatibility requiring statistical assumptions. While ACS relationships are referenced to Person 1, the needed information for ""Person 1 has a parent in household"" is directly recoverable (look for any member coded as parent of Person 1), making the transformation mechanical rather than inferential. ||| [Google — F1/PM.2] The barrier is primarily a data processing issue rather than a difference in concept or feasibility. The ACS collects detailed categorical relationship data (e.g., 'Father', 'Mother') which logically contains the information needed to answer the CPS binary question about parent presence. By scanning the household roster or using relationship pointers, the CPS variable can be derived deterministically without statistical modeling (F1). Rater B's claim of F2 is incorrect because the transformation is rule-based, not probabilistic.",CPS_0503
CPS,CPS_259,"(How/At (your/his/her) MAIN job, how) much (do/does) (you/he/she) usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",ACS_2,"Do you usually receive overtime pay, tips, or commissions [at your main job]?",Commissions,F1,RS,RS.1,Scale type,HIGH,0.8333333333333334,0.4206198357143049,Q1,"CPS asks for a numeric dollar amount of overtime/tips/commissions; ACS asks a binary yes/no about whether respondent receives them | CPS asks for a dollar amount of overtime/tips/commissions; ACS asks only whether the respondent usually receives them (yes/no). | CPS collects a continuous numeric dollar amount for usual overtime/tips/commissions, whereas ACS collects a binary Yes/No indicator of receipt.","[Anthropic — F1/RS.1] All three raters agree this is a response scale difference between numeric amount (CPS) and binary yes/no (ACS). Raters B and C both coded RS.1 (scale type - fundamentally different response formats), while Rater A coded RS.4 (numeric vs verbal). RS.1 is more appropriate here because the core issue is the fundamental difference between continuous monetary data and a binary indicator, not simply numeric vs verbal labeling. For feasibility, Rater C correctly identifies this as F1 (direct recode) because CPS amounts can be mechanically converted to yes/no: any amount > 0 = Yes, amount = 0 = No. This is a straightforward deterministic transformation requiring no statistical modeling or assumptions. While information is lost (the specific amount), the harmonization direction from CPS to ACS is a simple recode. Raters A and B incorrectly assigned F2, but converting amounts to binary receipt status does not require modeling - it's a direct logical transformation. ||| [Openai — F1/RS.1] The core construct is consistent (usual receipt of overtime pay/tips/commissions at the main job), but the response formats differ: CPS collects a numeric amount while ACS collects a yes/no indicator. Harmonization to the ACS measure is directly achievable by recoding the CPS amount to a binary receipt indicator (e.g., >0 = yes; 0/none = no). While harmonizing to an amount would be infeasible from ACS, the taxonomy asks for the primary barrier and feasibility for harmonization in at least one direction; here it is a straightforward mechanical transformation with information loss, so F1 is appropriate. The appropriate subtype is RS.1 (fundamentally different scale types: continuous vs binary), rather than RS.4 (numeric vs verbal categories). ||| [Google — F1/RS.1] The primary difference is the nature of the data collected: a continuous numeric ratio scale (amount) versus a nominal binary scale (presence/absence). This fits RS.1 (Scale type). While Raters A and B argued for F2 based on the inability to convert binary data to amounts (up-conversion), standard harmonization protocol allows for 'down-conversion' to the lowest common denominator. Converting a continuous amount to a binary indicator (Amount > 0 = Yes) is a deterministic, mechanical rule, which fits the definition of F1 (Direct recode).",CPS_0211
CPS,CPS_52,"(THE WEEK BEFORE LAST/LAST WEEK), did (name/you) do ANY work for (pay/either pay or profit)?",ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",Employment Status,F1,TC,TC.3,Calendar alignment,MODERATE,0.8333333333333334,0.4206198357143049,Q1,"CPS uses a fixed reference week (containing the 12th of the month) while ACS uses a rolling 'last week' based on response date, creating non-equivalent calendar alignment that requires statistical adjustment to harmonize. | CPS uses a fixed CPS reference week (sometimes shown as “week before last” vs “last week” depending on interview timing) whereas ACS uses a rolling ‘last week’ tied to the interview date—calendar/reference-week misalignment. | CPS targets a fixed calendar week (using dynamic phrasing to maintain alignment to the 12th of the month), while ACS uses a rolling 'last week' reference period dependent on the interview date.","[Anthropic — F2/TC.3] Two raters (B and C) agree on TC.3 (calendar alignment), though with different feasibility ratings. The core issue is that CPS uses a fixed reference week (the week containing the 12th of the month) while ACS uses a rolling 'last week' based on when the respondent answers. This creates a calendar alignment problem where the two surveys may be asking about different actual calendar weeks. Rater A's TC.2 (temporal framing) is less precise - the issue isn't about point-in-time vs habitual framing, but about which specific calendar week is being referenced. The variable phrasing in CPS ('week before last/last week') reflects interview timing relative to the fixed reference week, not a choice between two different weeks. Rater B's F2 feasibility is appropriate because harmonization requires modeling/assumptions about which calendar week each respondent is reporting on, rather than simple recoding. The secondary differences (pay vs profit, one-hour threshold) are minor compared to the primary temporal alignment issue. ||| [Openai — F1/TC.3] The binding difference is calendar alignment of the reference week. The CPS employment questions are anchored to a fixed CPS reference week (the week containing the 12th of the month), and instrument text can display “last week” or “the week before last” depending on interview timing relative to that fixed week. ACS uses a rolling “last week” based on the interview date. This is a TC.3 (fixed vs rolling / misaligned calendar week) issue rather than TC.2. Despite this, harmonization is typically feasible via direct alignment once interview date/reference-week metadata are used to map CPS responses to the comparable ACS ‘last week’ window. Other noted differences (CPS ‘pay or profit’ vs ACS ‘pay’ and ACS’s ‘even 1 hour’ emphasis) are secondary wording/threshold nuances; they do not dominate over the primary timing alignment constraint for this item pair. ||| [Google — F1/TC.3] The primary harmonization barrier is the difference in calendar alignment (TC.3). The first question (CPS) uses phrasing ('week before last/last week') designed to anchor responses to a fixed reference week (typically the week containing the 12th), whereas the ACS question uses a rolling reference period ('last week' relative to the interview date). While there are minor differences in wording regarding 'pay' vs 'profit' (Construct/Scope), the structural temporal difference is the defining constraint. Feasibility is F1 because, despite the alignment mismatch, the variables are functionally equivalent for creating a standard 'Employment Status' indicator without statistical modeling.",CPS_0274
CPS,CPS_6,(What are the names of all persons living or staying here? / What is the name of the next person,ACS_19,How many people are living or staying at this address?,Population,F1,RS,RS.1,Scale type,LOW,0.8333333333333334,0.5898815136934819,Q1,"CPS collects individual names via open-ended roster format; ACS collects a numeric count of persons. Different response formats (roster list vs. integer) for the same household population construct, but roster can be mechanically counted to match ACS format. | CPS operationalizes household population via person-level roster enumeration (names/person-by-person), while ACS operationalizes it as an aggregate household count; not directly harmonizable as equivalent items. | CPS collects individual names (open-ended roster); ACS collects count of persons (numeric).","[Anthropic — F1/RS.1] All three raters unanimously agree on RS.1 (Scale type - fundamentally different response formats) with F1 feasibility. Their reasoning is consistent: CPS collects individual names through an open-ended roster format, while ACS asks for a numeric count of persons. Both questions measure the same underlying construct (household population/composition), but the response formats are fundamentally different (text roster vs. numeric count). The F1 feasibility is appropriate because the roster entries can be mechanically counted to produce the ACS-equivalent total, making this a direct recode situation. ||| [Openai — F3/CC.2] Although all raters chose RS.1, the primary incompatibility is construct/operationalization rather than response format. The CPS item(s) are roster-building questions that operationalize the household population by enumerating each person (with names) and typically proceed person-by-person until the roster is complete; the ACS item asks only for an aggregate count. A roster can be counted, but the converse is not possible: the ACS count cannot produce the CPS roster, and the measurement process differs (enumeration vs simple numeric report), which can yield different results due to within-household listing errors vs numeric estimation. Because the intended outputs and level of measurement differ (person-level roster vs household-level count), this is not a simple response-scale recode for harmonization between the two questions as asked. ||| [Google — F1/RS.1] All three raters are in agreement and correct. The primary difference between the questions is the response format: one elicits a roster of names (text list) while the other elicits a total count (integer). This fits the definition of RS.1 (Scale type/fundamentally different response formats). The feasibility is F1 because a roster can be mechanically counted to produce the aggregate number required by the ACS question.",CPS_0000
CPS,CPS_29,"As of last week, that would make (name/you) (approximately (AGE)/ less than 1 / over 98 / AGE) years old. Is that correct?",ACS_28,What is Person 2’s age and what is Person 2’s date of birth?,Age,F1,RS,RS.1,Scale type,MODERATE,0.8,0.3873983807106558,Q1,"CPS uses a binary verification question (Yes/No) to confirm a previously calculated age; ACS directly collects exact age and date of birth as numeric values. Harmonization requires cross-referencing previous CPS entries to extract the actual age. | CPS asks respondents to confirm a pre-filled age (yes/no), whereas ACS captures exact numeric age (and DOB); harmonization requires converting numeric age to CPS age/top-codes and disregarding DOB for an age-only target.","[Anthropic — F2/RS.1] Two raters (B and C) agree on RS.1 as the barrier code, identifying the fundamental difference between CPS's binary verification format (Yes/No confirmation of a stated age) and ACS's open-ended numeric collection of age and date of birth. This is indeed a scale type difference - CPS asks for confirmation of a pre-calculated age while ACS directly collects the numeric values. Rater A's RS.4 coding (numeric vs verbal) is less accurate since both questions ultimately deal with numeric age data, but the format of collection differs fundamentally. Regarding feasibility, Rater C's F2 is more appropriate than Rater B's F1 because the CPS question only captures whether the stated age is correct or not - it doesn't directly provide the age value itself. To harmonize, one would need to cross-reference previous CPS entries to extract the actual age value, requiring assumptions about data linkage rather than simple mechanical recoding. ||| [Openai — F1/RS.1] The binding harmonization issue is the response format: the CPS item is a verification (yes/no) of a previously stated/calculated age, while the ACS collects age as a numeric value and also collects date of birth. Despite the extra DOB component in ACS, harmonizing to an age measure is straightforward because ACS age can be directly used (and top-coded/recoded to CPS conventions such as <1 and >98). Thus the primary barrier is the fundamentally different response scale type (verification vs numeric entry), but it remains mechanically harmonizable for age, so feasibility is direct recode (F1).",CPS_1064
CPS,CPS_128,Is the job from which (name/you) (are / is) on layoff a full time job of 35 hours or more per week?,ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year",F1,CC,CC.3,Boundary conditions,LOW,0.75,0.3690702464285424,Q1,"CPS asks about hours for the job from which respondent is on layoff; ACS asks about usual hours for current/reported job - these may reference entirely different employment situations | CPS defines full-time via a >=35-hours cutoff (yes/no) for the layoff job, whereas ACS records numeric usual hours per week; harmonization requires collapsing ACS hours to the CPS 35-hour threshold. | CPS uses a binary threshold definition (35 hours or more) to define full-time, while ACS captures continuous numeric hours.","[Anthropic — F2/PC.1] While Raters B and C both coded CC.3 (boundary conditions), focusing on the binary vs continuous response format, Rater A correctly identifies the more fundamental barrier: the questions reference different jobs. The CPS question specifically asks about 'the job from which you are on layoff' while the ACS asks about hours worked 'at this rate' for a current/reported job. This population/universe difference (which job is being referenced) is the primary constraint that must be resolved first. Even if we could perfectly convert ACS continuous hours to a 35-hour binary threshold, we would still be comparing hours from potentially different jobs. The response scale difference (binary vs continuous) is secondary and could be addressed through simple recoding if the jobs were the same. Per the coding hierarchy, when multiple constraints apply, we code the PRIMARY constraint that needs resolution first. ||| [Openai — F1/CC.3] The CPS item is a derived full-time status indicator defined by a cutoff (>=35 hours) for the layoff job, while the ACS item measures usual hours worked per week as a numeric value. The primary harmonization task is to impose the CPS boundary condition on the ACS measure (recode ACS hours to a 35+ vs <35 binary). This is a construct boundary/threshold mismatch (CC.3). Given ACS provides the underlying hours quantity, creating the CPS-style binary classification is a direct mechanical recode (F1), assuming the comparison is anchored to the same job concept in the analytic file; the key barrier between the question wordings is the thresholded vs continuous definition rather than population coverage. ||| [Google — F1/CC.3] Raters B and C correctly identify the primary barrier as the difference between the binary threshold definition in CPS (35+ hours = full time) and the continuous numeric measure in ACS. This fits the CC.3 (Boundary conditions) category. Rater B is selected over Rater C because transforming a continuous variable to a binary category based on a defined threshold is a direct recode (F1), not a statistical adjustment (F2). While Rater A correctly notes the difference in reference job (layoff vs. current), this is a routing/population distinction; the immediate barrier to combining the data values is the threshold/scale difference.",CPS_0105
CPS,CPS_227,What (are / were) (your/his/her) usual activities or duties at this job?,ACS_0,What are your usual activities or duties at this job?,Occupation,F1,NHB,NHB.0,No barrier,LOW,0.7,0.3873983807106558,Q1,"CPS question uses 'are/were' allowing reference to current or past jobs, while ACS uses only 'are' referring specifically to current job duties, creating temporal framing ambiguity.","[Anthropic — F2/TC.2] Rater C correctly identifies the key difference between these questions: the CPS version includes 'are/were' which allows for both current and past job references, while the ACS version uses only 'are' (present tense). This creates a temporal framing difference where CPS can capture duties from past jobs while ACS specifically asks about current job duties. This is a substantive difference that affects which job's duties are being reported. Rater A's MC.1 (mode difference) is secondary to this temporal issue, and Rater B's PM.3 (documentation gaps) is speculative. The temporal framing mismatch (TC.2) is the primary barrier that would need to be resolved first, and it would require statistical adjustment or assumptions to align the reference periods. ||| [Openai — F1/NHB.0] The CPS and ACS question wording is functionally equivalent for eliciting a narrative description of job duties. The CPS parenthetical '(are/were) (your/his/her)' reflects standard instrument formatting to accommodate minor grammatical variation (e.g., proxy vs self, or current vs previous job in the same job-history module), but it does not change the underlying construct being measured (usual duties for the referenced job) and does not introduce a distinct reference period that would prevent harmonization. Mode/context differences are not a primary harmonization barrier for this item because the measurement target and response type (open-ended description) are the same, and any such differences would not require statistical adjustment to align variables—only routine standardization and consistent downstream coding.",CPS_1084
CPS,CPS_251,What (are / were) (your/his/her) usual activities or duties at this job?,ACS_0,What are your usual activities or duties at this job?,Occupation,F1,NHB,NHB.0,No barrier,LOW,0.7,0.3873983807106558,Q1,CPS allows 'are/were' (current or past job reference) while ACS uses present tense 'are' only - ambiguity about whether responses refer to current or past employment duties,"[Anthropic — F2/TC.2] The key difference between these questions is the temporal framing: the survey question allows for 'are/were' indicating either current or past job duties, while the ACS question uses only present tense 'are' referring to current duties. This is a clear temporal framing difference (TC.2) rather than a mode/context issue. Rater A's MC.2 coding about question routing is less precise - the routing may cause the temporal difference, but the barrier itself is temporal. Rater C's MC.3 coding about hidden contextual differences is speculative without evidence. Rater B correctly identifies that the temporal ambiguity (current vs past employment reference) is the primary barrier, and that resolving this requires assumptions or modeling to align which job is being referenced across surveys, justifying F2 feasibility. ||| [Openai — F1/NHB.0] The item wording is effectively identical: both ask for the respondent’s usual activities/duties at the job being referenced. The CPS-style parenthetical “are/were” and “your/his/her” reflects generic instrument wording to accommodate whether the referenced job is current or past and whether the respondent is self or proxy, but it does not introduce a substantive difference in the information requested relative to the ACS question. Any differences in routing (current vs last job) are not evidenced in the provided question text and cannot be treated as the primary barrier without additional metadata; for this pair, harmonization can proceed by standardizing tense and pronouns.",CPS_1089
CPS,CPS_269,"How much (do/does) (name/you) usually earn (weekly/monthly/annually) just in overtime pay, tips or commissions?",ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",Earnings,F1,TC,TC.1,Reference period length,MODERATE,0.7,0.3873983807106558,Q1,"CPS allows flexible reporting periods (weekly/monthly/annually) while ACS requires weekly estimates; converting non-weekly CPS responses to weekly requires assumptions about earnings consistency over time. | CPS permits reporting overtime/tips/commissions in respondent-selected periodicity (weekly/monthly/annually) while ACS requires a weekly estimate, necessitating unit conversion to harmonize.","[Anthropic — F2/TC.1] All three raters agree on TC.1 (reference period length difference) as the primary barrier. The CPS allows respondent-selected periodicity (weekly/monthly/annually) while ACS fixes the reference to weekly. The disagreement is on feasibility: Raters A and B code F2 (statistical adjustment), while Rater C codes F1 (direct recode). The key issue is that converting monthly or annual figures to weekly requires assumptions about consistency of earnings over time, which is not a simple arithmetic conversion but involves modeling assumptions (e.g., assuming constant earnings across weeks). Additionally, the ACS specifies 'before taxes' which CPS does not explicitly state, though this is a minor secondary difference. Given that the conversion requires assumptions about earnings stability and the time unit must be documented/known, F2 is more appropriate than F1. ||| [Openai — F1/TC.1] All raters correctly identify the primary barrier as a temporal reference-period mismatch: CPS allows earnings to be reported in varying units (weekly/monthly/annually) whereas ACS fixes the estimate to weekly. This is a TC.1 (reference period length/unit) issue rather than a construct difference because both target the same earnings components (overtime/tips/commissions). Harmonization is typically achievable via direct arithmetic standardization to a common unit (e.g., convert monthly/annual to weekly) using known conversion factors and the reported CPS unit; this is generally treated as direct recode rather than statistical adjustment. The added ACS phrase 'before taxes or other deductions' is a minor wording difference that does not create a primary construct incompatibility for the harmonization barrier coding here.",CPS_0972
CPS,CPS_261,"Do not ask: Usual (weekly/hourly/monthly/annual) earnings in overtime pay, tips or commissions recorded as: (ERNOTO) Is this entry correct?",ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",Earnings,F2,RS,RS.1,Scale type,HIGH,0.6,0.3648244369475912,Q1,"CPS is a binary verification (yes/no) of a previously recorded overtime/tips/commissions amount, while ACS directly collects the numeric amount for these same components. | CPS is a yes/no validation of a previously recorded overtime/tips/commissions amount (ERNOTO), while ACS directly asks for the numeric amount; harmonization requires recovering/standardizing the underlying amount and handling verification-induced differences.","[Anthropic — F2/RS.1] Raters A and B both correctly identify RS.1 as the primary barrier - the CPS question is a binary verification prompt (yes/no) for a previously recorded value, while ACS asks for a direct numeric amount. Rater C's interpretation that CPS measures 'total earnings' appears to be a misreading of the question; the CPS question specifically references 'earnings in overtime pay, tips or commissions' (ERNOTO), the same components as ACS. The core barrier is the response format difference: CPS validates an existing entry while ACS collects the raw numeric value. Both questions target the same earnings components (overtime, tips, commissions), so CC.1 does not apply. Harmonization would require access to the underlying ERNOTO value in CPS and potentially unit conversion, making F2 appropriate. ||| [Openai — F2/RS.1] Both items target the same earnings component (overtime pay, tips, commissions). The CPS text provided is not a collection of the amount; it is a verification prompt (“Is this entry correct?”) referring to a previously recorded value (ERNOTO), whereas the ACS question elicits the amount directly as a numeric response. That creates a primary response-scale/measurement-function mismatch (validation vs direct numeric capture). Harmonization would require using the underlying CPS amount variable and associated period/unit metadata, and potentially addressing nonresponse/measurement differences introduced by the verification step, so it is not a simple mechanical recode. Rater C’s construct claim (total earnings vs supplement component) is not supported by the CPS wording here, which explicitly references the overtime/tips/commissions entry.",CPS_0947
CPS,CPS_270,"How much (do/does) (name/you) usually earn hourly just in overtime pay, tips or commissions?",ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",Earnings,F2,RS,RS.1,Scale type,MODERATE,0.6,0.3648244369475912,Q1,"CPS elicits an hourly rate for overtime/tips/commissions; ACS asks for the usual amount received without specifying a time unit, requiring conversion assumptions to harmonize. | Hourly rate (survey) versus unspecified usual amount received (ACS) for overtime/tips/commissions, requiring conversion assumptions (e.g., hours/pay period) to harmonize.","[Anthropic — F2/TC.1] All three raters identify the same core issue: CPS explicitly asks for an 'hourly' amount while ACS asks for 'how much do you usually receive' without specifying a time unit. This is fundamentally a temporal/reference period mismatch - the CPS anchors to an hourly rate while ACS leaves the time period ambiguous (could be per pay period, weekly, etc.). While Raters B and C frame this as a response scale issue, the underlying problem is the different time reference frames for reporting the same earnings components. The taxonomy hierarchy indicates TC > RS when the scale difference stems from temporal framing. Converting between these requires knowing hours worked or making assumptions about pay periods, making this F2 (statistical adjustment needed) rather than F1. ||| [Openai — F2/RS.1] The binding difference is the response metric: the survey question explicitly requests an hourly amount for overtime/tips/commissions, whereas the ACS question requests an amount “usually receive” in those components without specifying an hourly rate (commonly interpreted as a total amount over some pay period). This is not a temporal reference-period length issue (TC.1); it is a fundamentally different scale type (rate vs amount). Harmonizing requires additional information/assumptions (e.g., overtime hours, pay-period length) to convert between hourly rate and total amount, so it is not a direct recode.",CPS_0977
CPS,CPS_284,"(EXCLUDING overtime pay, tips and commissions) what is (your/his/her) hourly rate of pay on (this job/ (your/his/her) MAIN) job?",ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings,F2,CC,CC.4,Scope inclusions,HIGH,0.6,0.3648244369475912,Q1,"CPS explicitly excludes overtime pay, tips, and commissions from the hourly rate; ACS does not specify these exclusions, potentially capturing different pay components in the reported rate. | CPS hourly rate explicitly excludes overtime, tips, and commissions; ACS hourly rate does not specify inclusion/exclusion of these pay components, leading to non-comparable constructs.","[Anthropic — F2/CC.4] Two raters (A and C) agree on CC.4 with F2 feasibility, while Rater B coded CC.3 with F1. The key distinction is whether this is a boundary/threshold issue (CC.3) or a scope/components issue (CC.4). The CPS question explicitly excludes overtime pay, tips, and commissions - these are specific pay components that may or may not be included in the ACS response. This is fundamentally about what components are counted in the hourly rate, making CC.4 (scope inclusions - different components counted) the more precise classification. Regarding feasibility, F2 is appropriate because we cannot mechanically separate overtime, tips, and commissions from ACS responses - respondents may have mentally included or excluded these components, and there's no way to recode without additional data or statistical modeling. ||| [Openai — F2/CC.4] The key difference is what components are included in the reported hourly rate. CPS explicitly defines the construct as an hourly rate excluding overtime pay, tips, and commissions, while the ACS question does not specify whether those components should be excluded or included. This is a scope-inclusions problem (components counted in the measure), not merely a boundary/threshold issue. Because ACS responses may variably include these pay components across respondents and jobs, there is no purely mechanical recode from one to the other without additional information or assumptions about the composition of pay; harmonization would require statistical adjustment or treating the measures as non-equivalent.",CPS_1047
CPS,CPS_106,How many hours per week (do/does) (you/he/she) USUALLY work at (your/his/her) other (job/ jobs)?,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year",F2,CC,CC.4,Scope inclusions,HIGH,0.5833333333333334,0.3952206141746329,Q1,"CPS asks about hours usually worked at 'other job(s)' (secondary employment in aggregate); ACS asks about hours at a specific pay rate (job-specific context), creating different scopes of work being measured. | CPS measures usual weekly hours across all secondary/other jobs; ACS measures usual weekly hours for a specific job/pay rate context (not an aggregate of other jobs). | Survey Question asks for aggregate hours for 'other jobs' (secondary employment), while ACS asks for hours 'at this rate' (specific to a single job/pay rate).","[Anthropic — F2/CC.4] Raters A and B both correctly identify CC.4 (scope inclusions) as the primary barrier, noting that CPS asks about hours at 'other job(s)' (secondary employment) while ACS asks about hours 'at this rate' (tied to a specific job/pay rate context). Rater C's MC.2 (question routing) coding captures a related issue but the fundamental problem is not just about skip patterns - it's about what work is being counted. The CPS explicitly scopes to secondary jobs in aggregate, while ACS is job/rate-specific. This is a scope inclusion difference requiring statistical adjustment to harmonize (either aggregating ACS job-level data or disaggregating CPS), making F2 appropriate. ||| [Openai — F2/CC.4] The binding issue is a construct/scope mismatch: the CPS item explicitly asks for total usual weekly hours across all ""other"" (secondary) jobs, while the ACS wording refers to hours worked ""at this rate,"" i.e., tied to a particular job/pay-rate context rather than an aggregate across secondary jobs. This is not primarily a routing/context artifact (MC.2) but a difference in what components are included in the quantity being measured (secondary-job aggregate vs job/rate-specific hours). Harmonization would require assumptions or statistical adjustment (e.g., identifying comparable job(s) or aggregating ACS job-specific measures if available), not a simple recode. ||| [Google — F2/CC.4] Raters A and B correctly identify a Construct Scope (CC.4) difference. The Survey Question asks for an aggregate of hours usually worked across all 'other' (secondary) jobs, whereas the ACS question asks for hours associated with a specific pay rate (implying a single job or specific role context). This is not merely a routing difference (MC.2) because the questions define the concept of 'hours' differently (aggregate secondary vs. specific rate-based). Harmonization would require statistical modeling (F2) to disaggregate or combine records.",CPS_0024
