pair_id,survey_q_id,survey_text,acs_q_id,acs_text,subtopic,claude_classification,gpt_classification,claude_confidence,gpt_confidence,claude_reasoning,gpt_reasoning,claude_consolidation_potential,gpt_consolidation_potential,claude_reference_period_a,gpt_reference_period_a,claude_reference_period_b,gpt_reference_period_b,models_agree
CPS_0010,CPS_31,"Since our last interview, has any household member had any changes in his or her Marital Status?",ACS_92,How many times has this person been married?,Marital Status,related_but_distinct,related_but_distinct,high,high,"Both questions address marital status but measure fundamentally different things. Question A captures recent changes in marital status since the previous CPS interview (a snapshot of transitions), while Question B asks about the cumulative lifetime count of marriages. Question A is event-focused (has anything changed?), while Question B is stock-focused (total number of occurrences). These serve different analytical purposes and cannot substitute for one another.","Question A asks whether any household member experienced a change in marital status during a recent reference period and is a yes/no/event-screening question about household members; Question B asks for the lifetime count of times a single person has been married. They differ in unit (household vs person), time frame (since last interview vs lifetime), and response format (change indicator vs numeric lifetime count).",no,partial,since last interview (recent/ongoing panel),since our last interview,not specified (lifetime),lifetime (ever),True
CPS_0011,CPS_31,"Since our last interview, has any household member had any changes in his or her Marital Status?",ACS_93,In what year did this person last get married?,Marital Status,related_but_distinct,related_but_distinct,high,high,"Question A is a change-detection question asking whether ANY marital status change occurred since the previous interview, while Question B asks for the specific year of the most recent marriage. Question A captures transitions (married→divorced, single→married, etc.) during a recent interval, whereas Question B only identifies the timing of marriage specifically, not divorces, separations, or other status changes. These serve different analytical purposes and cannot be treated as equivalent.","Question A asks whether any household member experienced any change in marital status since the last interview (a yes/no incidence question with a specific reference period). Question B asks only for the year the person last got married (a timing question about the last marriage event, with no reference period and not capturing divorce/separation/widowhood). They address related aspects of marital history but ask different specific things and use different response formats.",no,partial,"since last interview (varies by respondent, typically ~4 months in CPS)",Since our last interview,not specified (lifetime),not specified,True
CPS_0012,CPS_32,"(Are / Is) (name/you) now married, widowed, divorced, separated or never married?",ACS_90,What is this person’s marital status?,Marital Status,near_duplicate,exact_duplicate,high,high,"Both questions ask about current marital status with no specified time frame, using the same core concept and measuring the same construct. Question A explicitly lists response categories (married, widowed, divorced, separated, never married) while Question B uses an open-ended format, but both capture identical information about a person's marital status at the time of survey administration. The wording differences are purely stylistic and do not change the substantive meaning or intent.","Both items ask for the respondent’s current marital status using the same categorical concept (married, widowed, divorced, separated, never married). CPS explicitly uses 'now' while the ACS question is phrased more generally but clearly intends current status; there is no substantive difference in meaning or response format.",yes,yes,not specified (present tense 'now'),now (current),not specified,not specified (implied current),False
CPS_0013,CPS_32,"(Are / Is) (name/you) now married, widowed, divorced, separated or never married?",ACS_91,In the past 12 MONTHS did this person get  a. Married? b. Widowed? c. Divorced?,Marital Status,related_but_distinct,related_but_distinct,high,high,"Question A asks for current marital status (a state at a point in time), while Question B asks about specific marital events that occurred in the past 12 months. Question A captures who is currently married/widowed/divorced/separated/never married, whereas Question B captures only recent transitions into married, widowed, or divorced status, excluding separated status and missing information about those who were already in these states before the 12-month period. These measure fundamentally different constructs.","Question A asks the respondent's current marital status (a point-in-time status: married, widowed, divorced, separated, never married). Question B asks about marital events that occurred in the past 12 months (whether the person got married, widowed, or divorced), which captures transitions over a year rather than current status, so they address related but different constructs.",no,no,not specified (current/point-in-time status),now (point-in-time),past 12 months,past 12 months,True
CPS_0014,CPS_32,"(Are / Is) (name/you) now married, widowed, divorced, separated or never married?",ACS_92,How many times has this person been married?,Marital Status,response_format_mismatch,related_but_distinct,high,high,"Both questions address marital status but capture fundamentally different information through different response formats. Question A asks for current marital status category (married, widowed, divorced, separated, or never married), while Question B asks for a count of how many times the person has been married (a frequency measure). A person currently divorced may have been married once or multiple times, making these questions elicit different data that cannot be directly substituted for one another.","Question A asks a person's current marital status (categorical: married, widowed, divorced, separated, never married). Question B asks how many times the person has been married (a lifetime count). These are related aspects of marital history but measure different constructs and are not interchangeable.",no,no,current/present time,"current (now, at interview)",lifetime/cumulative,"lifetime (ever, up to interview)",False
CPS_0015,CPS_32,"(Are / Is) (name/you) now married, widowed, divorced, separated or never married?",ACS_93,In what year did this person last get married?,Marital Status,related_but_distinct,related_but_distinct,high,high,"Question A asks for current marital status (a state variable), while Question B asks when the person last got married (a historical event). Question A would capture divorced or separated individuals, while Question B only applies to those who have been married. These are complementary but fundamentally different measurements that cannot serve as substitutes for one another.","Question A asks current marital status (categorical: married, widowed, divorced, separated, never married). Question B asks for the year of the respondent's last marriage, a historical event that does not directly indicate current status (e.g., still married vs divorced/widowed) and cannot capture 'never married' without an explicit missing/none response rule. Thus they address the same general topic but ask different specific information.",no,partial,current/present,now/current,not specified (historical),year of last marriage (historical event),True
CPS_0016,CPS_105,How many hours per week (do/does) (name/you) USUALLY work at (your/his/her) (job?/ main job?),ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year",near_duplicate,near_duplicate,high,high,"Both questions ask about usual/typical hours worked per week at a job, with identical reference periods and response formats (numeric hours). The main difference is that Question A explicitly references either a single job or main job with branching language, while Question B uses 'at this rate' which assumes a specific job context. The core measurement concept is equivalent despite minor wording variations.","Both questions ask for the usual number of hours worked per week and use the same response format (numeric hours). The ACS wording “at this rate” is a minor contextual difference (it likely ties the hours to the job/rate referenced earlier) but does not change the core concept of usual weekly hours. Because of that small contextual anchoring, they are best classified as near duplicates rather than exact duplicates.",partial,partial,usually (typical week),usually (typical week),usually (typical week),usually (typical week),True
CPS_0017,CPS_105,How many hours per week (do/does) (name/you) USUALLY work at (your/his/her) (job?/ main job?),ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year",near_duplicate,near_duplicate,high,high,Both questions ask about usual/typical hours worked per week and target the same core concept of usual weekly work hours. The minor wording differences (CPS includes 'main job' distinction and uses conditional phrasing for pronoun flexibility; ACS uses 'at this rate') do not substantively change the meaning or measurement intent. Both use an implicit 'usual' or 'typical' reference period rather than a specific week.,"Both questions ask for the usual number of hours worked per week at a specified job and use the same response concept (hours/week). The wording differs slightly: CPS explicitly references 'job/main job' while the ACS ties hours to 'this rate' (i.e., the job associated with the reported pay), but these are minor framing differences that do not change the underlying measurement. Response formats are the same (numeric hours/week).",partial,partial,usually/typical week,usually (typical),usually/typical week,usually (typical),True
CPS_0018,CPS_105,How many hours per week (do/does) (name/you) USUALLY work at (your/his/her) (job?/ main job?),ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year",near_duplicate,near_duplicate,high,high,"Both questions ask about typical weekly hours worked at a job/main job with nearly identical meaning and reference period ('usually' implies typical/habitual behavior). The minor wording differences (CPS specifies 'main job' as optional, ACS says 'at this rate') do not meaningfully change what is being measured. Both capture usual hours per week without reference to a specific past period.","Both questions ask for the usual number of hours worked per week and use the same response metric (hours/week). The only substantive wording difference is that CPS explicitly refers to the respondent's job/main job, while the ACS phrasing ""at this rate"" relies on preceding context to identify the job; this is a minor contextual wording difference rather than a change in concept or response format.",partial,partial,usually (typical week),not specified (usual/typical),usually (typical week),not specified (usual/typical),True
CPS_0019,CPS_105,How many hours per week (do/does) (name/you) USUALLY work at (your/his/her) (job?/ main job?),ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year",near_duplicate,exact_duplicate,high,high,"Both questions ask about usual weekly hours of work at a job/main job with identical reference periods (typical/usual work week). The primary difference is that Question A explicitly specifies ""main job"" as an option for respondents with multiple jobs, while Question B uses ""this rate"" (contextually referring to the job being asked about). The core concept and temporal reference are equivalent, with only minor wording variations that do not substantively change the meaning or response pattern.",Both questions ask for the usual number of hours worked per week at a job and use the same implicit reference period ('usually') and numeric response format. Wording differs only in context cues (CPS: 'job/main job'; ACS: 'at this rate' referring to the job/rate just reported) but does not change the concept being measured.,partial,yes,Usually/typical week,usually (typical),Usually/typical week,usually (typical),False
CPS_0020,CPS_105,How many hours per week (do/does) (name/you) USUALLY work at (your/his/her) (job?/ main job?),ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year",near_duplicate,near_duplicate,high,high,"Both questions ask about usual/typical weekly hours worked at a job, with nearly identical reference periods and response formats (numeric hours per week). The main difference is that Question B includes the phrase 'at this rate' and 'best estimate,' which adds a slight qualifier about estimation but does not meaningfully change the core construct being measured. Both are asking for the same underlying information about normal weekly work hours.","Both questions ask for the usual number of hours worked per week (numeric), so the core concept and response format match. The minor wording difference is that CPS explicitly references the respondent's job/main job while the ACS phrasing ties hours to ""this rate"" (likely in the context of a specific pay rate), which could create slight contextual differences for respondents with multiple jobs or rates. These are small framing differences that do not change the fundamental measure of usual hours per week.",yes,partial,usually (typical/habitual work pattern),usually (typical week),usually (typical/habitual work pattern),usually (typical week),True
CPS_0021,CPS_105,How many hours per week (do/does) (name/you) USUALLY work at (your/his/her) (job?/ main job?),ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year",reference_period_mismatch,related_but_distinct,high,high,"Question A asks about usual weekly hours at a job without a specific time frame, focusing on typical work patterns. Question B asks about work consistency over the past 12 months with a yes/no format about weekly employment. These measure different constructs: Question A captures intensity of work (hours per week), while Question B captures continuity of employment (worked every week). The reference periods are fundamentally different—one is atemporal/usual, the other is a specific 12-month retrospective period.","Question A asks for usual hours per week at the respondent's main job (a numeric measure of typical weekly hours) with no explicit reference period. Question B is a yes/no item about whether the person worked every week during the past 12 months (counting paid leave as work), which captures weeks worked over a year and not hours/week. They address related employment time concepts but ask different specific constructs, use different response formats, and have different reference periods and inclusions.",no,no,"usual/typical (ongoing, no specific period)",not specified (asks about 'usually' / typical current hours),past 12 months (52 weeks),past 12 months (52 weeks),False
CPS_0022,CPS_105,How many hours per week (do/does) (name/you) USUALLY work at (your/his/her) (job?/ main job?),ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year",related_but_distinct,related_but_distinct,high,high,"Question A asks about usual weekly hours at a job (an intensity measure), while Question B asks about total weeks worked in a year (a frequency measure). These capture different dimensions of work: A measures depth (hours per week when working), while B measures breadth (how many weeks worked). They are complementary metrics rather than measuring the same construct. The reference periods also differ—A captures typical ongoing behavior while B captures actual weeks over a specific 12-month period.","Question A asks for the respondent's usual number of hours worked per week (a weekly intensity measure) with no fixed reference period, while Question B asks how many weeks the person worked during the past 12 months (a yearly participation/count measure). They address related labor supply concepts but ask different specific variables and use different reference frames and response formats, so they are not duplicates.",no,no,usual/typical (ongoing),usual (not a fixed reference period),past 12 months (52 weeks),past 12 months (52 weeks),True
CPS_0023,CPS_105,How many hours per week (do/does) (name/you) USUALLY work at (your/his/her) (job?/ main job?),ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year",reference_period_mismatch,reference_period_mismatch,high,high,"Both questions ask about usual hours worked per week, but they reference fundamentally different time frames. Question A (CPS) asks about usual hours in the current/ongoing job without a specific lookback period, while Question B (ACS) asks respondents to report usual weekly hours specifically during weeks worked in the past 12 months. This temporal difference could yield different responses, particularly for workers whose hours vary seasonally or who changed jobs during the year.","Both ask for usual hours per week and use a numeric response, but Question B explicitly references the past 12 months and averages over the weeks worked in that year, while Question A asks for the respondent's usual hours at their (main) job with no explicit reference period (effectively current usual). This difference in reference period (current/usual vs. past 12 months) can produce systematically different answers, so they are not exact duplicates.",partial,partial,usual/current (ongoing employment pattern),not specified (asks for 'usually' — implied current/usual),past 12 months (retrospective annual period),past 12 months (in the weeks worked),True
CPS_0024,CPS_106,How many hours per week (do/does) (you/he/she) USUALLY work at (your/his/her) other (job/ jobs)?,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year",near_duplicate,related_but_distinct,high,high,"Both questions ask about usual/typical weekly hours worked, with nearly identical meaning and reference periods. The core difference is that Question A specifically addresses 'other jobs' (secondary employment), while Question B appears to ask about hours at 'this rate' (likely a primary job or current position). This contextual distinction regarding which job is being referenced prevents them from being exact duplicates, though the measurement construct is equivalent.","Both ask for usual hours per week, but they refer to different jobs: Question A explicitly asks about hours at an ""other"" job (secondary job), while Question B asks hours at the job associated with the stated pay rate. Because the job reference differs, they capture distinct pieces of information despite the same time framing and response format.",partial,no,usual/typical week,usually (typical week) — hours at other job(s),usually per week,"usually (typical week) — hours at the job referenced by ""this rate""",False
CPS_0025,CPS_106,How many hours per week (do/does) (you/he/she) USUALLY work at (your/his/her) other (job/ jobs)?,ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year",near_duplicate,related_but_distinct,high,high,"Both questions ask about usual/typical hours worked per week and use identical reference periods. The main difference is that Question A explicitly specifies ""other (job/jobs)"" indicating a secondary employment context, while Question B appears to ask about hours at ""this rate"" (likely referring to a primary job). If both are measuring the same employment scenario, they are functionally equivalent; if measuring different job positions, they are related but distinct.","Both ask for usual hours per week, but they refer to different jobs: CPS explicitly asks about hours at an ""other job(s)"" (i.e., secondary job), whereas the ACS question asks about hours ""at this rate,"" i.e., for the job tied to the previously reported pay rate (typically the job currently under discussion). Because the referent job differs, the items are about related concepts (hours/week) but are not interchangeable.",partial,no,usual/typical week,usually (typical week),usual/typical week,usually (typical week),False
CPS_0026,CPS_106,How many hours per week (do/does) (you/he/she) USUALLY work at (your/his/her) other (job/ jobs)?,ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year",near_duplicate,related_but_distinct,high,high,"Both questions ask about usual weekly hours worked, with identical reference periods and response formats (numeric hours per week). Question A specifies ""other jobs"" (secondary employment) while Question B appears to ask about the current job being discussed, but the core measurement concept—usual weekly hours—is the same. The minor contextual difference (other jobs vs. this job) relates to which employment to measure rather than how to measure hours worked.","Both ask for usual hours per week and share the same response format, but they refer to different jobs: Question A explicitly asks about hours at an ""other"" job(s), whereas Question B asks about hours ""at this rate"" (i.e., the specific job being referenced in that survey item). That difference in job scope makes them distinct in meaning even though the metric (hours/week, usual) is the same.",partial,partial,usual/typical weekly hours,usually (per week),usual/typical weekly hours,usually (per week),False
CPS_0027,CPS_106,How many hours per week (do/does) (you/he/she) USUALLY work at (your/his/her) other (job/ jobs)?,ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year",near_duplicate,related_but_distinct,high,high,"Both questions ask about usual hours worked per week at a job, using nearly identical reference frames (""usually work""). The core concept and response format are the same. The minor wording difference (CPS specifies ""other job/jobs"" while ACS says ""at this rate"") reflects different survey contexts but doesn't materially change the underlying question about typical weekly hours. Both lack specification of whether this refers to the past week, past month, or general usual practice.","Both questions ask about usual hours per week, but they refer to different job contexts: CPS explicitly asks about ""other job(s)"" whereas the ACS asks ""at this rate"" (i.e., the job currently being referenced in the ACS questionnaire). That difference in which job the hours apply to can produce different answers for respondents with multiple jobs, so they are related in topic but ask distinct items.",partial,partial,usual/regular work pattern (not specified as past week or other specific period),usually (typical week),usual work pattern (not specified as past week or other specific period),usually (typical week),False
CPS_0028,CPS_106,How many hours per week (do/does) (you/he/she) USUALLY work at (your/his/her) other (job/ jobs)?,ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year",related_but_distinct,related_but_distinct,high,high,"Both questions ask about usual weekly hours, but Question A specifically targets OTHER jobs (secondary employment), while Question B asks about hours at 'this rate' without clarifying whether it refers to a primary job, secondary job, or unspecified employment. Question A has a clear population target (multiple jobholders), whereas Question B's scope is ambiguous and could apply to any employment situation. The phrase 'at this rate' in Question B suggests context-dependency that makes it fundamentally different in application.","Both ask for 'hours per week' with the same vague reference period ('usually'), but they refer to different work contexts: CPS asks specifically about hours at an ""other"" job (additional job(s)), while the ACS asks about hours worked ""at this rate,"" which in context refers to the referenced job/rate (typically the main job). Because the target job differs, the items are about different specific things and are not interchangeable.",no,no,usually (ongoing/typical week),usually,usually (ongoing/typical week),usually,True
CPS_0029,CPS_106,How many hours per week (do/does) (you/he/she) USUALLY work at (your/his/her) other (job/ jobs)?,ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year",related_but_distinct,related_but_distinct,high,high,"Question A asks about typical weekly hours at a secondary job, while Question B asks about work consistency over 12 months (every week vs. not every week). These address different dimensions of work patterns: Question A measures intensity/hours per week, while Question B measures continuity/regularity of employment. The reference periods differ fundamentally (usual week vs. past year), and the response formats differ (hours vs. yes/no binary).","Question A asks for usual hours per week specifically at a respondent's other job(s) with no explicit calendar reference and expects a numeric hours response. Question B asks a yes/no about whether the person worked every week during the past 12 months (counting paid leave and military service) and is about weeks worked overall, not hours or 'other' jobs. The items therefore cover related employment intensity topics but ask different specific constructs, reference periods, and response formats.",no,no,usual/typical week (ongoing),usual (typical week),past 12 months (52 weeks),past 12 months (52 weeks),True
CPS_0030,CPS_106,How many hours per week (do/does) (you/he/she) USUALLY work at (your/his/her) other (job/ jobs)?,ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year",related_but_distinct,related_but_distinct,high,high,"Question A asks about usual hours per week at a second job, measuring work intensity at a point in time. Question B asks about total weeks worked in the past year, measuring work frequency/participation. These are complementary but distinct dimensions of employment: one captures intensity (hours/week) while the other captures duration (weeks/year). They cannot substitute for one another.","Question A asks about usual hours per week at an other job (a current/usual intensity measure), while Question B asks how many weeks the person worked in the past 12 months (a annual participation measure). They differ in the concept measured (hours/week vs weeks/year), the explicit reference period (A = usual; B = past 12 months), and A specifically targets ""other job(s),"" so they are related by employment but ask distinct things.",no,no,usual/typical (ongoing),usually (not specified),past 12 months,past 12 months (52 weeks),True
CPS_0031,CPS_106,How many hours per week (do/does) (you/he/she) USUALLY work at (your/his/her) other (job/ jobs)?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year",reference_period_mismatch,related_but_distinct,high,high,"Both questions ask about usual hours worked per week, but Question A uses an open-ended 'usually work' reference while Question B explicitly frames the answer within a 12-month lookback period and conditions on 'weeks worked.' Question A focuses on a secondary job specifically, while Question B appears to ask about the person's job generally. The CPS question captures typical behavior without a defined period; the ACS question anchors responses to recent actual experience.","Question A asks how many hours a respondent usually works at their other job(s) and uses no explicit reference period (asks for a usual/current amount). Question B asks how many hours the person usually worked per week during the weeks they worked over the past 12 months and is tied to the 12‑month recall period. The questions also differ in scope: A targets ""other"" job(s) specifically while B refers to the job context in the ACS (generally the job being reported), so they are related but ask distinct things.",partial,no,usual/typical (not explicitly time-bounded),not specified,past 12 months,past 12 months,False
CPS_0032,CPS_107,(Do / Does) (you/he/she) usually work 35 hours or more per week (at (your/his/her) job/in the family business/ at all (your/his/her) jobs combined)?,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year",response_format_mismatch,response_format_mismatch,high,high,"Both questions ask about typical weekly hours worked and share the same reference period ('usually'), but differ fundamentally in response format. Question A uses a binary threshold (35+ hours yes/no), while Question B requests the actual number of hours worked per week. Question A cannot capture the specific hours that Question B collects, making them non-interchangeable despite measuring the same underlying concept.","Question A asks a yes/no threshold (usually work 35+ hours/week, including all jobs) while Question B requests a numeric usual hours-per-week value. The core concept (usual weekly hours) is the same, but the response formats differ: the numeric B can be thresholded to produce A's indicator, but A cannot produce B's detailed hour value. Additionally, CPS explicitly mentions hours across all jobs while ACS wording (""at this rate"") may refer to hours at a specific job, introducing a coverage/context difference.",partial,partial,usually (ongoing/typical),usually (not specified),usually (ongoing/typical),usually (not specified),True
CPS_0033,CPS_107,(Do / Does) (you/he/she) usually work 35 hours or more per week (at (your/his/her) job/in the family business/ at all (your/his/her) jobs combined)?,ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year",response_format_mismatch,response_format_mismatch,high,high,"Both questions ask about typical weekly hours worked using the same time reference ('usually'), but they differ fundamentally in response format. Question A uses a binary threshold (35+ hours yes/no), while Question B requests a continuous numerical response (specific hours). Question A provides categorical data suitable for full-time/part-time classification, whereas Question B captures granular hour counts that could be recoded into categories but offers richer detail.","Both items measure usual weekly hours but Question A is a binary threshold (do you usually work 35+ hours/week, explicitly allowing hours at all jobs combined) while Question B asks for a numeric usual hours-per-week value ""at this rate"" (appears job-specific). Because one is yes/no and the other is a numeric response (and may differ in scope: job-specific vs all jobs combined), they are not equivalent in response format or exactly in scope.",partial,partial,usually (typical/ongoing),not specified,usually (typical/ongoing),not specified,True
