classification,confidence,reference_period_a,reference_period_b,reasoning,consolidation_potential,pair_id,model
not_comparable,high,not specified,last week,"These questions measure fundamentally different concepts despite both relating to travel. Question A asks about travel time/distance to a grocery store (food access), while Question B asks about the start time of a commute to work. Question A measures duration or distance to a specific destination for food shopping, whereas Question B measures temporal scheduling of employment-related travel. They address different survey purposes and populations.",no,FOODAPS_0008,claude-haiku-4-5-20251001
not_comparable,high,not specified (implies usual/habitual behavior),last week,"These questions address fundamentally different concepts: Question A asks about out-of-pocket costs for a trip to a grocery store (financial/economic), while Question B asks about transportation mode used to commute to work (behavioral/modal). Question A is about retail food access costs, while Question B is about work commute methods. They are from different surveys with different purposes and populations.",no,FOODAPS_0011,claude-haiku-4-5-20251001
not_comparable,high,not specified (habitual - 'usually'),last week,"These questions address fundamentally different concepts and populations. Question A asks about out-of-pocket costs for grocery shopping trips to a primary food store, while Question B asks about work commute start times. Question A is food-access related (FoodAPS survey), while Question B is work/commute related (ACS survey). They have different reference populations (food shoppers vs. employed persons) and different response formats (dollar amount vs. time of day).",no,FOODAPS_0013,claude-haiku-4-5-20251001
not_comparable,high,usual/habitual (not specified),last week,"These questions address fundamentally different topics despite both relating to transportation. Question A asks about out-of-pocket costs for trips to a grocery store, while Question B asks about carpool occupancy for work commutes. Question A measures food access costs while Question B measures commuting behavior—distinct policy domains with no conceptual overlap.",no,FOODAPS_0012,claude-haiku-4-5-20251001
not_comparable,high,not specified (habitual: 'usually'),last week,"These questions address fundamentally different concepts: Question A asks about out-of-pocket costs for grocery store trips (a food access/affordability measure), while Question B asks about commute time to work (a transportation/employment measure). Although both relate broadly to travel, they measure distinct dimensions (cost vs. time) for different destinations (primary food store vs. workplace) serving different policy purposes (food security vs. employment accessibility).",no,FOODAPS_0014,claude-haiku-4-5-20251001
related_but_distinct,high,at least once a week (ongoing/habitual),last week (specific week),"Question A asks about commuting frequency as a habitual behavior (at least once weekly), while Question B asks about work location during a specific reference week. Question A measures commuting patterns, whereas Question B measures where work occurred in a particular week—these capture different dimensions. Question B doesn't directly answer whether someone commutes regularly, as a person could have worked at a location last week without regularly commuting there.",no,FOODAPS_0015,claude-haiku-4-5-20251001
related_but_distinct,high,at least once a week (ongoing/regular behavior),last week (specific recent period),"While both questions address commuting behavior, they measure fundamentally different constructs. Question A asks about regular commuting frequency (does someone commute regularly, yes/no), while Question B asks about the specific mode and occupancy of last week's commute (a count of people in vehicle). Question A focuses on frequency/regularity; Question B focuses on carpooling/occupancy details for a specific recent week.",no,FOODAPS_0017,claude-haiku-4-5-20251001
related_but_distinct,high,at least once a week (ongoing frequency),last week (specific recent period),"While both questions address commuting behavior, they measure fundamentally different constructs. Question A asks about commuting frequency as a general pattern (yes/no to weekly commuting), whereas Question B assumes commuting occurs and asks for a specific operational detail (time of departure). Question B is only asked of people who work, making it contingent on employment status, while Question A appears to be a screening question for commuters.",no,FOODAPS_0018,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (implies regular/habitual behavior),last week,"Question A asks about frequency of commuting (at least once weekly) as a habitual pattern, while Question B asks about actual commute method during a specific recent week. Question A is a yes/no threshold question about commuting behavior frequency, whereas Question B focuses on identifying the primary transportation mode used. These address different aspects of commuting behavior despite sharing the general topic.",partial,FOODAPS_0016,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (implies regular/habitual behavior),last week,"While both questions address commuting, Question A asks about frequency of commuting (at least weekly, yes/no), whereas Question B asks for the duration of a commute trip. Question A captures whether someone commutes regularly, while Question B measures commute time for those who do commute. These are complementary but distinct aspects of commuting behavior with different response formats (binary vs. continuous minutes).",partial,FOODAPS_0019,claude-haiku-4-5-20251001
related_but_distinct,high,usual/habitual (not specified),last week,"Question A asks about commute duration (time to travel from home to work), while Question B asks about work location (where the person worked). These are related aspects of commuting but measure fundamentally different things—one captures travel time, the other captures workplace address/location. They cannot substitute for one another.",no,FOODAPS_0020,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (implies usual/habitual),last week,"While both questions concern commuting, they measure fundamentally different dimensions. Question A asks about commute DURATION (travel time), whereas Question B asks about commute MODE (transportation method). These are complementary but distinct pieces of information that cannot be derived from one another.",no,FOODAPS_0021,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (implies usual/typical),last week,"While both questions address commuting, they measure fundamentally different aspects of the commute experience. Question A asks about commute duration (how long the trip takes), while Question B asks about commute timing (what time the trip begins). These are distinct data points that serve different analytical purposes and cannot substitute for one another.",no,FOODAPS_0023,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (habitual/usual),last week,"While both questions relate to commuting, they measure fundamentally different aspects. Question A asks about commute duration (time), whereas Question B asks about carpooling/occupancy (number of people sharing a vehicle). These are distinct commute characteristics that cannot substitute for one another, despite both being commute-related.",no,FOODAPS_0022,claude-haiku-4-5-20251001
reference_period_mismatch,high,not specified,last week,"Both questions ask about commute time from home to work, which is the same core concept. However, Question A asks about what ""usually"" takes (general/typical pattern without specified timeframe), while Question B specifically references ""LAST WEEK"" (specific recent period). This temporal difference means they could yield different answers if commute times vary week-to-week or if respondents' work schedules are irregular.",partial,FOODAPS_0024,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (implies usual/habitual),last week,"While both questions address commuting, they measure fundamentally different aspects. Question A asks about commute duration (how long), whereas Question B asks about commute mode/method (how). Additionally, Question A uses a habitual reference period ('usually') while Question B specifies a recent concrete period ('last week'). These are complementary but distinct data points that cannot substitute for each other.",no,FOODAPS_0026,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (implies usual/habitual),last week,"While both questions relate to work commuting, they measure fundamentally different constructs. Question A asks about commute duration (time required to travel), whereas Question B asks about work location (where the person worked). These are distinct pieces of information—knowing where someone worked doesn't tell you how long their commute takes, and vice versa. The reference periods also differ (habitual vs. specific week).",no,FOODAPS_0025,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (usual/habitual),last week,"While both questions address commuting, they measure fundamentally different aspects. Question A asks about travel time duration (a characteristic of the commute itself), while Question B asks about carpooling behavior—specifically how many people shared a vehicle (a commuting mode choice). These require different data and serve different analytical purposes: one measures commute burden/efficiency, the other measures ridesharing patterns.",no,FOODAPS_0027,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,last week,"While both questions address commuting, they measure fundamentally different aspects: Question A asks about commute DURATION (how long the trip takes), whereas Question B asks about commute TIMING (what time the trip begins). These are distinct dimensions of commuting behavior that serve different analytical purposes. Question A's reference period is also unspecified ('usually'), while Question B explicitly references 'last week.'",no,FOODAPS_0028,claude-haiku-4-5-20251001
reference_period_mismatch,high,not specified (habitual/usual),last week (specific recent period),"Both questions ask about commute time using identical core concept and response format, but differ fundamentally in their time references. Question A asks about usual/typical commute time (habitual behavior), while Question B specifies a concrete recent period (last week). This difference could yield different responses if a person's commute varies by day or week, or if their commute recently changed.",partial,FOODAPS_0029,claude-haiku-4-5-20251001
related_but_distinct,high,usual/typical (ongoing),last week,"While both questions relate to employment commuting, they measure fundamentally different things. Question A asks about commute duration (a characteristic of the job), whereas Question B asks about work location (where the person worked). Question A captures habitual commute time, while Question B identifies the specific workplace. These serve different analytical purposes and cannot substitute for one another.",no,FOODAPS_0030,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (implies usual/typical),last week,"While both questions address commuting, they measure fundamentally different dimensions. Question A asks about commute duration (time), whereas Question B asks about commute mode (method of transportation). These are distinct attributes that cannot substitute for one another, even though they relate to the same general topic of how people get to work.",no,FOODAPS_0031,claude-haiku-4-5-20251001
related_but_distinct,high,usual/typical (primary job),last week,"Both questions address commuting behavior, but they measure fundamentally different dimensions. Question A asks about travel time (duration in minutes/hours), while Question B asks about carpooling behavior (number of people sharing a vehicle). These are distinct commute characteristics that cannot be derived from one another—knowing travel time does not indicate how many people rode together, and vice versa.",no,FOODAPS_0032,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (implies usual/typical for primary job),last week,"While both questions address commuting, they measure fundamentally different dimensions. Question A asks about commute duration (how long), whereas Question B asks about commute timing (what time). Additionally, Question A captures a general pattern for the primary job, while Question B references a specific recent week's behavior, creating both a conceptual and temporal mismatch.",no,FOODAPS_0033,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (implies current/usual),last week,"Question A asks about commute duration (how long the trip takes), while Question B asks about work location (where the person worked). These are related commuting topics but measure fundamentally different dimensions—one captures travel time, the other captures workplace location. They cannot substitute for each other as they provide distinct information.",no,FOODAPS_0035,claude-haiku-4-5-20251001
reference_period_mismatch,high,not specified (implies typical/usual pattern),last week (specific recent period),"Both questions ask about commute time to a primary job using the same core concept, but differ meaningfully in their reference periods. Question A asks about 'usually' takes (habitual/typical pattern), while Question B asks about 'LAST WEEK' (specific recent observation). This temporal difference could yield different responses—someone's last week commute may not reflect their usual pattern due to remote work, schedule changes, or unusual circumstances.",partial,FOODAPS_0034,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (implicit: usual/typical),last week,"These questions address different aspects of commuting behavior. Question A asks about commute duration (time it takes), while Question B asks about commute mode (how the person gets to work). Although both relate to the general topic of commuting, they measure fundamentally different variables that cannot substitute for one another. Additionally, Question A uses a general 'usually' timeframe while Question B specifies 'last week,' introducing a reference period mismatch.",no,FOODAPS_0036,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (implies usual/typical),last week,"While both questions relate to commuting, they measure fundamentally different aspects. Question A asks about commute duration (time to travel from home to work), whereas Question B asks about carpooling behavior (number of people sharing a vehicle). These are distinct commute characteristics that cannot substitute for one another, despite both being commute-related.",no,FOODAPS_0037,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (implies usual/typical),last week,"Both questions address commuting but measure fundamentally different dimensions. Question A asks about commute duration (how long the trip takes), while Question B asks about commute timing (what time the trip begins). These are distinct characteristics of the commute experience that cannot substitute for one another, despite both relating to the primary job commute.",no,FOODAPS_0038,claude-haiku-4-5-20251001
reference_period_mismatch,high,not specified (implies ongoing/usual),last week,"Both questions ask about commute time from home to work, but differ in their temporal reference frames. Question A asks about what 'usually' takes for the primary job (habitual/general practice), while Question B specifies a concrete recent period ('last week'). This difference could yield different responses, particularly if commute patterns vary by week or if the respondent has recently changed jobs.",partial,FOODAPS_0039,claude-haiku-4-5-20251001
related_but_distinct,high,at least once a week (ongoing/habitual),last week (specific past week),"While both questions address work-related location/commuting, they measure different constructs. Question A asks about the frequency/habit of commuting (at least weekly), which is a yes/no behavioral pattern question. Question B asks for the specific work location during a particular week, which would generate location-based categorical data. Question A could identify commuters but Question B captures where work occurred, and they use different reference periods (habitual vs. specific week).",no,FOODAPS_0040,claude-haiku-4-5-20251001
related_but_distinct,high,at least once a week (ongoing/habitual),last week (specific past week),"Both questions address commuting behavior, but they measure fundamentally different things. Question A asks about the frequency/pattern of commuting (yes/no to weekly commuting), while Question B asks about the specific number of people who shared a vehicle last week. Question A focuses on whether someone commutes regularly; Question B focuses on carpooling behavior and vehicle occupancy. Additionally, Question A's reference to 'at least once a week' as a pattern differs from Question B's specific 'last week' timeframe.",no,FOODAPS_0042,claude-haiku-4-5-20251001
related_but_distinct,high,at least once a week (ongoing/habitual),last week (specific recent period),"While both questions address commuting behavior, they measure fundamentally different constructs. Question A asks whether someone commutes at least weekly (a yes/no screening about commuting frequency/existence), while Question B asks about the specific mode of transportation used during a particular week. Question A could identify non-commuters, whereas Question B assumes commuting occurred and focuses on method. The reference periods also differ—one is habitual frequency and the other is a specific recent week.",no,FOODAPS_0041,claude-haiku-4-5-20251001
related_but_distinct,high,at least once a week (ongoing/regular behavior),last week (specific recent period),"Both questions address commuting behavior, but they measure fundamentally different constructs. Question A asks whether someone commutes at all (binary yes/no about regular commuting frequency), while Question B assumes commuting occurs and asks for a specific logistical detail (departure time). Question A could include people who don't commute; Question B only applies to those who do commute. These serve different purposes and cannot be directly consolidated.",no,FOODAPS_0043,claude-haiku-4-5-20251001
related_but_distinct,high,usual/habitual (not specified),last week,"These questions address different aspects of commuting behavior. Question A asks about commute duration (how long), while Question B asks about commute mode (how). Additionally, Question A uses a habitual reference ('usually') whereas Question B specifies a recent concrete period ('last week'), creating both a conceptual and temporal mismatch.",no,FOODAPS_0046,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (implies regular/habitual behavior),last week,"While both questions address commuting behavior, they measure fundamentally different constructs. Question A asks whether someone commutes at least weekly (frequency/binary), while Question B asks for the duration of commute time (continuous measure in minutes). Question A assesses commuting as a regular activity pattern, whereas Question B captures actual commute duration for a specific recent week. These are complementary but distinct data points that cannot substitute for one another.",no,FOODAPS_0044,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (habitual/usual),last week,"While both questions address commuting, they measure fundamentally different aspects: Question A asks about commute duration (how long the trip takes), whereas Question B asks about commute timing (what time the trip begins). These are distinct variables that serve different analytical purposes—one measures travel time, the other measures departure/arrival patterns. The reference period also differs (usual/habitual vs. last week).",no,FOODAPS_0048,claude-haiku-4-5-20251001
related_but_distinct,high,usual/typical (not specified as to time frame),last week,"While both questions relate to commuting/work location, they measure fundamentally different constructs. Question A asks about commute duration (how long travel takes), while Question B asks about work location (where the person worked). These are related but distinct dimensions of commuting behavior—one could work at multiple locations with different commute times, or the same location with variable commute times. The questions cannot substitute for one another.",no,FOODAPS_0045,claude-haiku-4-5-20251001
related_but_distinct,high,usual/habitual (not specified),last week,"Both questions address commuting behavior, but they measure fundamentally different aspects. Question A asks about travel time duration (how long), while Question B asks about carpool composition (how many people). Question A captures commute efficiency/distance, whereas Question B captures ridership patterns and vehicle occupancy. These are complementary commute characteristics rather than alternative measures of the same construct.",no,FOODAPS_0047,claude-haiku-4-5-20251001
reference_period_mismatch,high,not specified,last week,"Both questions ask about commute time from home to work, but differ in their reference periods and specificity. Question A asks about usual/typical commute time without specifying a timeframe, while Question B explicitly asks about ""last week,"" which is a concrete recent period. Question B also specifies minutes as the response unit, while Question A leaves the format open. These differences could yield different responses if commute times vary by week.",partial,FOODAPS_0049,claude-haiku-4-5-20251001
related_but_distinct,high,usual/typical (primary job),last week,"While both questions relate to employment commuting, they ask fundamentally different things: Question A asks about commute duration (how long the trip takes), while Question B asks about work location (where the person worked). Question A provides behavioral/time data about commuting patterns, whereas Question B provides geographic/workplace data. These are complementary but distinct dimensions of work-related travel.",no,FOODAPS_0050,claude-haiku-4-5-20251001
related_but_distinct,high,usual/habitual (primary job),last week,"Both questions address commuting behavior but measure fundamentally different aspects. Question A asks about commute duration (time it takes to travel), while Question B asks about carpooling patterns (number of people in vehicle). These are distinct dimensions of commuting behavior that cannot substitute for one another, despite both relating to the general topic of work transportation.",no,FOODAPS_0052,claude-haiku-4-5-20251001
related_but_distinct,high,usual/typical (ongoing),last week,"While both questions address commuting, they measure fundamentally different aspects: Question A asks about commute duration (time), while Question B asks about commute mode (how/transportation method). Even with aligned reference periods, these capture distinct dimensions of commuting behavior and cannot serve as substitutes for one another.",no,FOODAPS_0051,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (implies typical/usual for primary job),last week,"While both questions address commuting, they ask fundamentally different things: Question A asks about commute duration (travel time from home to work), while Question B asks about commute start time (what time the trip begins). These are distinct attributes of commuting behavior that cannot satisfy each other's information needs. Question A measures one dimension (temporal length) while Question B measures a different dimension (temporal positioning).",no,FOODAPS_0053,claude-haiku-4-5-20251001
reference_period_mismatch,high,"usual/typical (general, ongoing)",last week (specific recent period),"Both questions ask about commute time from home to work, but differ significantly in their temporal references. Question A asks about usual/typical commute time (a general pattern), while Question B asks specifically about last week's commute time (a specific recent period). This difference could yield different answers due to variations in weekly schedules, weather, or temporary circumstances. The ACS also specifies the answer should be in minutes, while FoodAPS does not specify units.",partial,FOODAPS_0054,claude-haiku-4-5-20251001
near_duplicate,high,last week,last week,"Both questions ask about work activity during the same reference period (last week) and capture essentially the same core concept of employment status. The minor wording difference—Question A uses broader phrasing ""work for either pay or profit"" while Question B specifies ""work for pay at a job (or business)""—does not meaningfully alter the substance of what is being measured, as both are designed to identify people engaged in any form of economic activity during the reference week.",yes,FOODAPS_0055,claude-haiku-4-5-20251001
near_duplicate,high,last week,last week,"Both questions ask about work for pay during the same reference period (last week) and measure the same core concept: any employment activity. The only minor difference is that Question A explicitly includes 'or profit' alongside 'pay,' while Question B specifies 'even for as little as one hour' to clarify the minimal threshold. These wording variations do not meaningfully change the intent or substantive meaning of either question.",yes,FOODAPS_0056,claude-haiku-4-5-20251001
related_but_distinct,high,last week,last week,"While both questions share the same reference period (last week) and relate to employment status, they measure fundamentally different concepts. Question A asks about actual work performed for pay or profit (employment activity), while Question B asks about layoff status (a specific employment circumstance that may or may not involve current work). A person on layoff might not have worked last week, and someone working last week is not necessarily on layoff. These questions capture distinct employment situations.",no,FOODAPS_0057,claude-haiku-4-5-20251001
reference_period_mismatch,high,last week,not specified (lifetime/ever),"Both questions assess employment status but use fundamentally different time frames. Question A asks about recent work activity in a specific, narrow period (last week), while Question B asks about the most recent time the person worked at any point, which could be anytime in their lifetime. This difference affects the substantive information each question captures: A measures current labor force participation, while B measures work history status.",no,FOODAPS_0059,claude-haiku-4-5-20251001
near_duplicate,high,last week,last week,"Both questions ask about work activity during the same reference period (last week) and measure the same core concept of employment status. The minor wording difference—Question A includes 'for either pay or profit' while Question B specifies 'for pay at a job (or business)'—captures essentially the same employment concept, as both encompass paid work and self-employment. The phrases are functionally equivalent in identifying employed individuals.",yes,FOODAPS_0060,claude-haiku-4-5-20251001
related_but_distinct,high,last week,last week,"While both questions use the same reference period (last week) and relate to employment, they measure fundamentally different concepts. Question A asks whether someone performed any work for pay or profit, capturing actual work activity. Question B asks only about temporary absence from an existing job or business, which assumes employment exists and measures continuity rather than work performance. A person could answer 'yes' to B while answering 'no' to A (if absent but not working), or 'yes' to A while answering 'no' to B (if newly employed or self-employed). These questions capture distinct employment dimensions.",no,FOODAPS_0058,claude-haiku-4-5-20251001
near_duplicate,high,last week,last week,"Both questions ask about work for pay during the same reference period (last week) and use nearly identical wording to capture employment status. The only minor difference is that Question B explicitly clarifies ""even for as little as one hour"" to emphasize inclusion of minimal work activity, while Question A uses the broader phrase ""for either pay or profit."" These differences are negligible and would not produce meaningfully different responses.",yes,FOODAPS_0061,claude-haiku-4-5-20251001
related_but_distinct,high,last week,last week,"While both questions use the same reference period (last week) and relate to employment status, they measure fundamentally different concepts. Question A asks about actual work performed for pay or profit, which captures employment activity. Question B asks about layoff status, which is a specific employment circumstance that doesn't directly measure whether someone worked. A person can be on layoff (not working) or working while on layoff notice—these are distinct conditions.",no,FOODAPS_0062,claude-haiku-4-5-20251001
related_but_distinct,high,last week,last week,"While both questions reference 'last week' and address employment status, they measure fundamentally different concepts. Question A asks about actual work performed for pay or profit (a positive engagement measure), whereas Question B asks about temporary absence from an existing job (a continuity measure for employed persons). Question A could capture someone newly employed, casually employed, or self-employed, while Question B presumes an existing job relationship and measures only temporary disruptions. These are complementary rather than equivalent measures.",no,FOODAPS_0063,claude-haiku-4-5-20251001
reference_period_mismatch,high,last week,not specified (lifetime/ever),"Both questions assess employment status but differ fundamentally in their time frames. Question A asks about current/recent work activity in a specific one-week period, while Question B asks when the person last worked at any point in their life, making it a retrospective lifetime question. This difference means they capture different information: Question A measures current employment, while Question B only indicates whether someone has ever worked.",no,FOODAPS_0064,claude-haiku-4-5-20251001
related_but_distinct,high,before last week,last week,"Question A asks about retirement status (a past event/state change), while Question B asks about current employment activity. Although both relate to employment, Question A targets a specific life event (retirement) whereas Question B measures active work participation. These capture different dimensions of employment status and cannot substitute for one another.",no,FOODAPS_0065,claude-haiku-4-5-20251001
related_but_distinct,high,before last week,last week,"Question A asks about retirement status (a permanent or semi-permanent labor force exit), while Question B asks about recent work activity in a specific week. These measure different concepts: retirement is a status/transition event, whereas work for pay is current labor force participation. Question A's reference to 'before last week' also differs from Question B's 'last week' timeframe, and retirement status is not directly answerable by work activity alone.",no,FOODAPS_0066,claude-haiku-4-5-20251001
related_but_distinct,high,before last week,last week,"While both questions address employment status, they measure fundamentally different concepts. Question A asks about retirement (a permanent or long-term career status change), whereas Question B asks about temporary layoff status during a specific week. Retirement is a distinct employment state from being on layoff, and the reference periods differ (before last week vs. last week). These questions capture different aspects of employment circumstances.",no,FOODAPS_0067,claude-haiku-4-5-20251001
not_comparable,high,before last week,last week,"Question A asks about retirement status (a permanent life event that occurred prior to last week), while Question B asks about temporary absence from work during last week. These address fundamentally different employment concepts: Question A captures long-term status change, while Question B captures short-term work continuity. The temporal references also differ—one is retrospective (before) and one is current (during).",no,FOODAPS_0068,claude-haiku-4-5-20251001
related_but_distinct,high,before last week,last week,"While both questions address employment status, they measure fundamentally different concepts. Question A asks about retirement status (a permanent career transition), whereas Question B asks about temporary layoff status (a potentially reversible employment interruption). Even with aligned reference periods, these represent distinct employment circumstances with different policy and analytical implications.",no,FOODAPS_0072,claude-haiku-4-5-20251001
related_but_distinct,high,before last week,not specified (lifetime/ever),"Question A asks a yes/no question about whether retirement occurred before a specific recent time point (last week), creating a binary retirement status indicator. Question B asks when the person last worked, which captures the timing of most recent employment but does not directly address retirement status or intent. While both relate to employment transitions, they measure different constructs: Question A identifies whether someone has already retired, while Question B identifies when employment ended without confirming the reason (retirement vs. job loss, leave, etc.).",partial,FOODAPS_0069,claude-haiku-4-5-20251001
related_but_distinct,high,before last week,last week,"Question A asks about retirement status (a permanent or semi-permanent status change), while Question B asks about work activity during a specific week. Although both relate to employment, they measure fundamentally different concepts: Question A identifies those who have left the workforce permanently, while Question B captures current work participation. The reference periods also differ—Question A looks backward to a retirement event, while Question B focuses on last week's activity.",partial,FOODAPS_0070,claude-haiku-4-5-20251001
related_but_distinct,high,before last week,last week,"Question A asks about a past event (retirement timing) that occurred before a reference week, while Question B asks about current work activity during a specific week. Although both relate to employment status, they measure fundamentally different concepts: retirement history versus active labor force participation in a given week. These questions serve different analytical purposes and cannot substitute for one another.",no,FOODAPS_0071,claude-haiku-4-5-20251001
not_comparable,high,before last week,last week,"Question A asks about retirement status (a permanent employment state change), while Question B asks about temporary absence from work. These are fundamentally different employment concepts—retirement is a permanent transition out of the labor force, whereas temporary absence assumes continued employment. Additionally, Question A's reference period is retrospective and indefinite ('before last week'), while Question B focuses on a specific recent week.",no,FOODAPS_0073,claude-haiku-4-5-20251001
related_but_distinct,high,before last week,not specified (open-ended retrospective),"Question A asks a yes/no question about whether retirement occurred before a specific point in time (last week), focusing on retirement as a life event. Question B asks when the person last worked, which is a more general employment history question that captures all work episodes regardless of retirement status. While both touch on employment status, they measure different constructs: one identifies retired persons at a point in time, the other documents work recency.",partial,FOODAPS_0074,claude-haiku-4-5-20251001
related_but_distinct,high,last week,last week,"Both questions reference 'last week,' but they ask fundamentally different things. Question B asks whether the person worked for pay (a yes/no employment fact), while Question A presupposes non-work and asks only those who didn't work to explain why. Question A is a conditional follow-up question that only applies to non-workers, whereas Question B is a screening question that applies to everyone. They capture different aspects of employment status and cannot directly replace one another.",no,FOODAPS_0075,claude-haiku-4-5-20251001
related_but_distinct,high,last week,last week,"Both questions reference the same time period (last week) and general employment topic, but they measure fundamentally different constructs. Question A asks WHY someone did not work (conditional on non-work, seeking reason/barrier), while Question B asks WHETHER someone did any paid work at all (binary employment status). Question A assumes non-employment and probes motivation, whereas Question B is a screening question for employment status. These are not equivalent measures of the same concept.",no,FOODAPS_0076,claude-haiku-4-5-20251001
related_but_distinct,high,last week,last week,"Both questions reference 'last week,' but they measure fundamentally different aspects of employment status. Question A asks for the reason someone did NOT work (capturing reasons like illness, vacation, or unemployment), while Question B specifically asks whether the person was on layoff—a single, specific employment status condition. Question A is broader and diagnostic of non-work reasons, while Question B is narrower and targets one particular employment circumstance.",no,FOODAPS_0077,claude-haiku-4-5-20251001
related_but_distinct,high,last week,not specified (lifetime/ever),"Question A asks specifically about reasons for not working during a defined recent period (last week), assuming non-work occurred. Question B asks when someone last worked at any point, capturing a lifetime employment history marker without assuming current non-work status. These address different analytical purposes: A identifies barriers to recent employment, while B establishes whether someone has ever worked and approximately when.",no,FOODAPS_0079,claude-haiku-4-5-20251001
