classification,confidence,reference_period_a,reference_period_b,reasoning,consolidation_potential,pair_id,model
response_format_mismatch,high,last 12 months,past 12 months,"Both questions ask about SNAP receipt over the same 12-month reference period and the same benefit concept, but Q A elicits person-level identification (select which people) while Q B elicits a household-level yes/no about any member. Because Q B does not identify which household members received benefits, the response formats and units of analysis differ.",no,P_0073,gpt-5-mini
related_but_distinct,high,not specified,past 12 months,"Question A asks for a dollar amount loaded onto a SNAP EBT card at a specific event/time (a transaction-level measure), while Question B asks a yes/no whether anyone in the household received SNAP benefits in the past 12 months (a binary, household-level receipt indicator). They differ in unit (amount vs binary), level (transaction/individual vs household-level recall), and reference period (a specific 'that time' event vs past 12 months).",no,P_0075,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks for a household roster filtered to FEMALE members aged 14 to under 53 (household-level, age-restricted, and expects listing of persons). Question B asks for the sex of an individual person (Person 1) with no age restriction and a different response format. While both concern sex, A applies an age filter and operates at the household roster level, so they are not equivalent.",yes,P_0076,gpt-5-mini
related_but_distinct,high,not specified (asks for the date of last receipt),past 12 months,"Question A requests the specific date of the most recent SNAP benefit receipt with no explicit time frame, while Question B asks a yes/no about receipt within the past 12 months. They address the same topic but ask different specific information (a point-in-time date vs a binary 12-month indicator) and thus are not equivalent.",no,P_0074,gpt-5-mini
related_but_distinct,high,not specified,not specified,Question A requests an enumeration/filter of household members who are female and within a specific age range (14 to <53). Question B asks for the sex of a single identified person (Person 2) with no age restriction. They address the same general topic (sex) but ask different specific things and use different response formats (a list/filter vs a single categorical response).,partial,P_0077,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A requests a listing of household members who are FEMALE and within a specific age range (14 to <53), effectively combining sex and age-selection and potentially returning multiple people. Question B simply asks for the sex of a single, identified person (Person 3). The age restriction and the list/selection purpose in A make the intent and output different from the individual sex question in B.",partial,P_0078,gpt-5-mini
not_comparable,high,not specified,not specified,"Question A asks about out-of-pocket cost for a single one-way trip to a specific store (a monetary/transportation question), while Question B asks about the person's marital status (a demographic question). They address entirely different concepts, response types, and measurement goals, so they are not comparable.",no,P_0081,gpt-5-mini
related_but_distinct,high,not specified,past 12 months,"Question A asks about where (which store) most of a respondent's SNAP benefits are used (usage/location) and does not specify a time frame. Question B asks whether anyone in the household received SNAP benefits in the past 12 months (receipt), a different substantive focus and explicit reference period. The questions therefore address related topic matter (SNAP) but ask distinct pieces of information that are not interchangeable.",no,P_0079,gpt-5-mini
related_but_distinct,high,not specified,past 12 months,"Question A asks where a respondent shops when using SNAP benefits (a behavioral/location question, conditional on benefit use) and does not specify a time frame. Question B asks a household-level yes/no about receipt of SNAP/Food Stamp benefits in the past 12 months. They address different specific constructs, response formats, and units of analysis (shopping location vs benefit receipt).",no,P_0080,gpt-5-mini
not_comparable,high,not specified,past 12 months,"Question A asks about the usual out-of-pocket dollar amount for a one-way trip to a primary store (transportation/expense measure), while Question B asks whether the person experienced a marital status change (married/widowed/divorced) in the past 12 months. They address entirely different constructs, use different response formats (a monetary amount vs. categorical yes/no events), and thus cannot be compared as measures of the same concept.",no,P_0082,gpt-5-mini
not_comparable,high,not specified (asks about usual/typical cost),lifetime / ever (to date),"The two questions measure entirely different constructs: Question A asks about the typical out-of-pocket dollar cost for a single one-way trip to a store, while Question B asks for the number of times a person has been married. They differ in topic, units (dollar amount vs. count), and reference frame, so they are not comparable.",no,P_0083,gpt-5-mini
not_comparable,high,not specified (asks about usual/typical amount),year of last marriage (asks for the calendar year when the person last got married),"The two questions concern entirely different domains: Question A asks about typical out-of-pocket spending for a shopping trip, while Question B asks for the calendar year of the respondent's most recent marriage. They differ in substantive concept and response format (dollar amount vs. year), so they are not comparable.",no,P_0084,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks whether the respondent will keep track of foods and drinks given to children age 13 and under (using age as an eligibility criterion and asking about a tracking behavior), whereas Question B requests a person's age and date of birth (demographic facts). They share the general topic of age but ask fundamentally different constructs and elicit different response types.",no,P_0087,gpt-5-mini
related_but_distinct,high,not specified (asks for date of last receipt),past 12 months,"Question A asks for the exact date the respondent last received SNAP (individual-level, open-ended timeframe), while Question B asks a household-level yes/no about receipt within the past 12 months. They also differ in response format (date vs binary) and unit of analysis (individual vs any household member), so they capture different specific information.",no,P_0085,gpt-5-mini
response_format_mismatch,high,"the last time you received SNAP benefits (event-based, not a fixed calendar period)",past 12 months,"Question A asks for a dollar amount loaded to an individual's SNAP EBT card at the most recent issuance (numeric, event-based), while Question B is a household-level yes/no about any receipt of SNAP in the past 12 months. They measure related SNAP participation but differ fundamentally in response format (dollar amount vs binary) and also differ in reference framing (event-based vs 12-month period).",no,P_0086,gpt-5-mini
related_but_distinct,high,not specified,current (at time of interview),"Question A asks respondents to track foods and drinks received by children (a behavioral/consumption data collection prompt using an age cutoff), while Question B asks for a person’s age and date of birth (demographic information). They share the general topic of age only insofar as A uses an age-based eligibility criterion; they ask different substantive things and use different response formats.",no,P_0088,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks about tracking foods and drinks received by children (a behavioral/food-acquisition measure that only references age group), whereas Question B requests a respondent’s numeric age and date of birth (demographic data). They share the surface element of age but measure entirely different constructs and response types, so they are distinct.",no,P_0089,gpt-5-mini
not_comparable,high,not specified,not specified,"Question A asks about tracking foods and drinks received by children (a behavioral/feeding/household food-tracking construct, explicitly limited to children age 13 and under). Question B asks about a person's place of birth (a nativity/demographic construct). The topics, intent, and information collected are entirely different, so they cannot be treated as equivalent.",no,P_0090,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks about the act of keeping track of foods and drinks given to children aged 13 and under in the household, whereas Question B asks whether the respondent has any of their own grandchildren under age 18 living in the dwelling. They differ on the measured behavior (tracking food vs presence), the relationship (any children in household vs own grandchildren), and the age thresholds (13 vs 18).",no,P_0091,gpt-5-mini
related_but_distinct,high,not specified,current,"The questions address different concepts: A asks about recording foods/drinks received by children (behavior of tracking dietary intake) for children age 13 and under, while B asks whether a grandparent is currently the primary caregiver for grandchildren under 18 (care responsibility). They also differ in target population (children generally vs grandchildren specifically) and age cutoffs (13 vs 18), so they are not equivalent.",no,P_0092,gpt-5-mini
