survey,source_q_id,source_text,best_match_q_id,best_match_text,subtopic,best_feasibility,barrier_category,barrier_subcode,barrier_description,confidence,score_borda,score_entropy,triage_quadrant,specific_conflicts,arbitrator_reasoning,pair_id
FOODAPS,FOODAPS_18,What is your date of birth?,ACS_28,What is Person 2’s age and what is Person 2’s date of birth?,Age,F1,PC,PC.1,Universe definition,HIGH,1.0,1.0,Q1,FOODAPS asks for respondent's own date of birth while ACS asks for Person 2's date of birth - different target persons within household | Different target person: respondent’s DOB vs household roster Person 2’s DOB (universe/target mismatch).,"[Anthropic — F1/PC.1] Raters A and B both correctly identify PC.1 (Universe definition) as the primary barrier - the questions target different individuals (self vs Person 2 in household). Rater C's CC.4 coding focuses on the ACS including age alongside DOB, but this is a secondary issue since the core construct (date of birth) is identical. The primary barrier that must be resolved first is determining which person is being referenced. If person identifiers allow matching the same individual across surveys, the DOB data can be directly harmonized. The population/coverage difference (who is being asked about) is the binding constraint per the taxonomy hierarchy (PC > other considerations when population difference is the binding constraint). ||| [Openai — F1/PC.1] The binding difference is the target person/universe: the survey item asks the respondent’s own date of birth, while the ACS item asks for Person 2’s age and date of birth (a specific household member by roster position). This is a population/coverage (universe) mismatch that must be resolved first (i.e., aligning which household member is being referenced). The fact that ACS also mentions age does not change the core harmonization barrier for DOB; DOB can be extracted once the person-identifier alignment is handled, making the harmonization mechanically feasible when person mapping is available.",FOODAPS_0444
FOODAPS,FOODAPS_181,How much do you/does your household usually pay for real estate or property tax on your home [insert fill from G8B]?,ACS_60,What are the annual real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)",F1,TC,TC.2,Temporal framing,HIGH,1.0,1.0,Q1,"User-defined payment frequency (usual monthly/quarterly payment) vs. fixed annual reference period requiring arithmetic conversion | Habitual/typical periodic payment amount (""usually pay,"" frequency from prior item) vs explicitly annual real estate tax amount.","[Anthropic — F1/TC.1] Two raters (A and C) coded TC.1, while Rater B coded TC.2. The key distinction is whether this is a reference period length difference (TC.1) or a temporal framing difference (TC.2). The FOODAPS question asks about 'usual' payments with an implied frequency from a previous question (monthly/quarterly/etc.), while ACS explicitly asks for 'annual' taxes. This is fundamentally a reference period length issue - the respondent reports a typical payment amount at one frequency that needs to be converted to an annual figure. Rater A's reasoning is most precise: if the payment frequency is known from the previous question, the usual payment can be mathematically annualized. This is a straightforward arithmetic conversion (e.g., monthly × 12), making F1 appropriate. ||| [Openai — F1/TC.2] Both items are measuring the same underlying construct—property/real estate tax paid for the home/property—but they frame the time dimension differently. The ACS explicitly requests an annual amount. The survey question asks what the household ""usually pays"" for property tax (with an implied payment cycle coming from a prior item), which is a habitual/typical payment framing rather than a direct annual total. This is primarily a temporal framing issue (habitual periodic payment vs annual amount). Harmonization is feasible via direct recode by converting the usual payment to an annual amount using the reported payment frequency.",FOODAPS_0309
FOODAPS,FOODAPS_184,"Last week, did you do any work for either pay or profit? ",ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",Employment Status,F1,CC,CC.3,Boundary conditions,MODERATE,1.0,1.0,Q1,"ACS explicitly sets a minimal work threshold (“as little as one hour”) and focuses on ‘pay,’ while the other item says ‘any work for pay or profit’ without an explicit minimum—boundary/threshold clarification differences.","[Anthropic — F1/NHB.0] All three raters agree on F1 feasibility, indicating direct recoding is possible. The differences between the questions are minimal: (1) 'pay or profit' vs 'pay' - profit is typically considered a form of pay/compensation for self-employed work, (2) the ACS includes an explicit threshold 'as little as one hour' which merely clarifies what 'any work' means rather than creating a substantively different threshold. Both questions fundamentally ask the same thing: whether the respondent did any work for compensation last week. These are near-duplicate questions measuring the same construct with the same reference period. The minor wording variations do not create a meaningful harmonization barrier - they are functionally equivalent. Rater B's TC.2 coding is incorrect as there is no temporal framing difference. Raters A (CC.4) and C (CC.2) identify minor differences but these don't rise to the level of a true harmonization barrier requiring resolution. ||| [Openai — F1/CC.3] Both questions target employment activity in the same reference period (“last week”) and a yes/no determination of whether any work occurred. The only meaningful harmonization issue is the boundary/threshold clarification in the ACS (“even for as little as one hour”), which can increase affirmative responses relative to a more general “any work” wording, and the ACS also limits to “pay” while the other includes “pay or profit.” These are minor definitional boundary differences rather than temporal differences, and they can be addressed with a simple harmonization rule (treating both as ‘any paid/self-employment work last week’), so feasibility is direct recode.",FOODAPS_0061
FOODAPS,FOODAPS_214,What is the easiest way for you to tell us about your earnings from work before taxes and other deductions?,ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings,F1,NHB,NHB.0,No barrier,HIGH,1.0,1.0,Q1,,"[Anthropic — F1/NHB.0] All three raters agree on F1 feasibility and recognize the questions are nearly identical in purpose and format. The key difference is whether the 'main job' specification in ACS versus general 'earnings from work' in FOODAPS constitutes a meaningful barrier. Rater A codes PC.1 (universe definition) and Rater C codes CC.4 (scope inclusions), while Rater B codes NHB.0. The distinction between 'main job' and 'earnings from work' is minimal because: (1) both questions ask about the SAME construct - preferred reporting basis for earnings; (2) for most respondents with one job, these are identical; (3) even for those with multiple jobs, the question is about reporting preference, not actual earnings amounts; (4) the 'main job' qualifier doesn't fundamentally change what's being measured (how the respondent prefers to report). This is a methodological/routing question about data collection format, not a substantive earnings question. The minor wording difference doesn't create a meaningful harmonization barrier for the construct being measured (preferred earnings reporting unit). ||| [Openai — F1/NHB.0] Both items measure the same construct: the respondent’s preferred reporting basis (e.g., hourly/weekly/annual/other) for earnings before taxes/deductions. The only wording difference is ACS anchoring to the respondent’s main job, while the other question references earnings from work more generally; this does not materially change the response task (choosing a reporting unit) and is typically treated as equivalent in harmonization because respondents commonly map “earnings from work” to their primary job when selecting a unit. No meaningful construct, population/universe, or response-scale differences prevent direct alignment beyond minor wording standardization.",FOODAPS_0464
FOODAPS,FOODAPS_22,Are you male or female?,ACS_27,What is Person 2’s sex?,Sex,F1,NHB,NHB.0,No barrier,HIGH,1.0,1.0,Q1,,"[Anthropic — F1/NHB.0] Two raters (A and B) agree on NHB.0/F1, finding the questions functionally equivalent. Rater C raises a valid methodological point about self-report vs. roster-based proxy reporting (MC.4), but this is a theoretical concern rather than a practical harmonization barrier. Both questions ask about biological sex with the same binary response options (male/female). The 'Person 2' framing in the ACS is a standard household roster convention that doesn't fundamentally change what is being measured - sex of an individual. The potential for proxy response exists in many household surveys but doesn't create a meaningful barrier to harmonizing the sex variable itself. The core construct and response categories are identical, making direct consolidation feasible. ||| [Openai — F1/NHB.0] Both items measure the same core construct (sex) with the same binary categorization (male/female). The ACS roster phrasing (“Person 2”) reflects household roster context, not a different concept or response scale. Any difference between self-report versus household informant is not specified in the question text and, in typical harmonization, does not prevent direct recoding to a common sex variable.",FOODAPS_0549
FOODAPS,FOODAPS_24,Are you male or female?,ACS_32,What is Person 3’s sex?,Sex,F1,MC,MC.4,Proxy response,MODERATE,1.0,1.0,Q1,Proxy/roster-based reporting (ACS asks about Person 3 and may be answered by another household member) vs direct self-report,"[Anthropic — F1/NHB.0] Two raters (A and B) agree on NHB.0/F1, finding the questions functionally equivalent. Rater C coded MC.4 (proxy response) noting the difference between direct self-report and roster-based reporting. However, this distinction is relatively minor for a demographic characteristic like sex - the respondent in the ACS household roster context is typically reporting their own sex or that of a household member they know well. The core construct (biological sex with male/female options) is identical. The proxy vs. self-report distinction for basic demographic facts like sex does not create a meaningful harmonization barrier that would affect data quality or comparability. Both questions capture the same information with the same response options. ||| [Openai — F1/MC.4] While the construct and response categories are the same (sex: male/female), the ACS item is asked in a household roster about a specific person (Person 3) and is often answered by a household respondent as a proxy for other members, whereas the survey question is framed as a direct self-report (“Are you male or female?”). That proxy vs self-report rule is a meaningful context/mode difference that can affect measurement (e.g., misreporting for some members) and should be coded as the primary barrier rather than NHB. Harmonization is still feasible via direct recoding because both variables map to the same binary categories; the barrier is about potential measurement differences, not incompatible formats.",FOODAPS_0556
FOODAPS,FOODAPS_287,What is the easiest way for you to tell us about NAME’s earnings from work before taxes and other deductions?,ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings,F1,PC,PC.1,Universe definition,HIGH,1.0,1.0,Q1,"FOODAPS asks about NAME's earnings from any job (proxy-capable, any person); ACS asks about respondent's own main job earnings (self-report, main job only) - different target populations and job scope. | Universe differs: NAME’s earnings from work (potentially any person/any job) vs respondent’s main job earnings (self, main job only).","[Anthropic — F1/PC.1] All three raters agree on F1 feasibility and recognize the questions are near-duplicates in substantive content. The key differences are: (1) FOODAPS asks about 'NAME's earnings from work' (any job, proxy-capable), while ACS asks about 'your main job' (self-report, main job only). The primary constraint is the universe definition difference - FOODAPS covers any job for a named person while ACS specifically targets the respondent's main job. Per the taxonomy hierarchy rule, PC (Population) > MC (Mode), so the population/universe difference (PC.1) takes precedence over the proxy response difference (MC.4). Rater A correctly identifies this as the primary barrier. The proxy vs. self-report framing noted by Rater C is secondary to the fundamental universe difference of 'any job' vs 'main job' and 'NAME' vs 'respondent'. ||| [Openai — F1/PC.1] The core construct is the same (preferred reporting basis for pre-tax earnings), and the response format is essentially the same. The binding difference is the universe: the survey item refers to NAME’s earnings from work (allowing reference to another household member and not limited to a main job), whereas the ACS item is explicitly about the respondent’s main job. Under the coding rules, Population/Coverage differences take precedence over proxy-mode/context when both are present, and this universe mismatch is what must be resolved first (e.g., by restricting to self and/or main-job observations). Once aligned, harmonization is a direct recode.",FOODAPS_0518
FOODAPS,FOODAPS_29,"Are you currently married, widowed, divorced, separated, or never married?",ACS_90,What is this person’s marital status?,Marital Status,F1,NHB,NHB.0,No barrier,HIGH,1.0,1.0,Q1,,"[Anthropic — F1/NHB.0] Both questions measure current marital status with functionally equivalent response categories (married, widowed, divorced, separated, never married). The wording difference ('Are you...' vs 'What is this person's...') is a standard survey administration variation, not a substantive barrier. Rater A's MC.4 (proxy response) concern is overstated - the ACS phrasing is standard for household surveys and doesn't indicate different proxy rules that would affect data comparability. Rater B's RS.2 is incorrect as the response categories are identical, not different. Rater C correctly identifies these as near-duplicates measuring the same construct with the same categories, requiring only minor standardization for harmonization. ||| [Openai — F1/NHB.0] Both items measure the same construct (current marital status) at a point in time and use the same core categorical typology (married, widowed, divorced, separated, never married). The difference in phrasing (“Are you…” vs “this person…”) reflects standard ACS household roster/proxy-capable wording and does not change the variable definition for harmonization purposes. No meaningful response-scale or construct discrepancy is introduced; at most, trivial wording standardization is needed.",FOODAPS_0183
FOODAPS,FOODAPS_103,On what date did [you/someone at this address] last receive benefits from SNAP?,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",Food Stamps (SNAP),F1,TC,TC.2,Temporal framing,HIGH,0.9,0.5445140849964047,Q1,FOODAPS asks for the exact date of last SNAP benefit receipt (point-in-time); ACS asks binary yes/no for receipt within past 12 months (retrospective period). | Point-in-time date of last SNAP receipt vs binary indicator of any SNAP receipt within the past 12 months (retrospective window).,"[Anthropic — F1/TC.2] Two raters (A and C) agree on TC.2 with F1 feasibility, while Rater B coded CC.2 with F2. The core difference between these questions is temporal framing: one asks for a specific date (point-in-time), while the other asks about a 12-month retrospective period (binary yes/no). This is fundamentally a temporal framing difference, not a construct difference - both questions are measuring the same construct (SNAP benefit receipt). The operationalization difference Rater B identifies is actually a consequence of the temporal framing difference. Since the survey provides an exact date, it can be mechanically recoded to determine whether that date falls within the past 12 months, making this F1 (direct recode) rather than F2. The hierarchy rule (CC > TC if temporal implies construct difference) does not apply here because the temporal difference does not change the underlying construct being measured. ||| [Openai — F1/TC.2] The core concept (SNAP/Food Stamp receipt) is consistent across questions; the main difference is temporal framing and precision. The survey collects a point-in-time date of last receipt, while ACS asks a retrospective yes/no about any receipt within the past 12 months. This is primarily a temporal framing mismatch (point-in-time vs retrospective window), not a construct redefinition. If the interview/reference date is known, the survey date can be mechanically compared to the 12-month window to derive the ACS-style binary indicator, making this a direct recode.",FOODAPS_0596
FOODAPS,FOODAPS_163,"Have you ever served on active duty in the U.S. Armed Forces, Reserves, or National Guard?",ACS_99,When did this person serve on active duty in the U.S. Armed Forces?,Veterans,F1,RS,RS.1,Scale type,HIGH,0.9,0.5445140849964047,Q1,"Binary yes/no response format vs. categorical temporal period response format for military service | Binary ever-served (Yes/No) vs. ACS timing/period(s) of service (categorical/dated), requiring collapsing ACS detail to a binary indicator.","[Anthropic — F1/RS.1] While Raters A and B coded TC.2 (temporal framing), the primary barrier here is actually the response scale format difference. The survey question asks for a binary yes/no response about ever serving, while the ACS asks 'when' with categorical time periods as response options. The temporal aspect (ever vs. when) is secondary to the fundamental difference in response format - binary vs. categorical periods. Following the taxonomy hierarchy, when the scale difference is the primary operational barrier to harmonization, RS.1 is appropriate. The harmonization is straightforward (F1) because any non-missing ACS response indicating a service period can be directly recoded to 'Yes' for the binary question, and 'Never served' maps to 'No'. This is a mechanical transformation requiring no statistical modeling. ||| [Openai — F1/RS.1] The core harmonization issue is that the survey item is a single lifetime yes/no status measure, while the ACS item elicits service timing/periods (i.e., a different response format with potentially multiple categories/entries). This is primarily a response-scale/format mismatch: ACS responses can be collapsed to an 'ever served' indicator (any reported service period -> Yes; none -> No), which is a direct mechanical recode when the ACS universe includes both veterans and non-veterans (with an explicit 'no service' option/skip). While there is a temporal element in ACS, it does not change the underlying construct needed for harmonization (ever served); it simply provides more detailed information that can be reduced to the binary measure.",FOODAPS_0116
FOODAPS,FOODAPS_164,"Have you ever served on active duty in the U.S. Armed Forces, Reserves, or National Guard?",ACS_99,When did this person serve on active duty in the U.S. Armed Forces?,Veterans,F1,RS,RS.1,Scale type,HIGH,0.9,0.5445140849964047,Q1,Binary ever-served (yes/no) response format vs. categorical service era/time period response format | Binary 'ever served' (yes/no) vs ACS service timing/era/date response format; requires collapsing ACS service information to a single ever-served indicator.,"[Anthropic — F1/RS.1] All three raters agree on RS.1 (scale type difference) as the barrier code, which is correct - the survey question uses a binary yes/no format while the ACS asks about specific time periods of service. The disagreement is on feasibility. Raters A and C correctly identify this as F1 (direct recode) because any response to the ACS question indicating a service period can be mechanically recoded to 'Yes' for ever-served, while no response/not applicable would map to 'No'. This is a straightforward logical transformation that doesn't require statistical modeling or assumptions - if someone indicates ANY service period in ACS, they have served. Rater B's F2 assessment overcomplicates the harmonization; collapsing temporal categories to a binary 'ever served' variable is a simple deterministic recode, not a statistical adjustment. ||| [Openai — F1/RS.1] All three raters agree the primary issue is a response-scale/format mismatch: the survey question measures a binary lifetime status (ever served), while the ACS item elicits service timing/era information. This is primarily a scale-type difference rather than a construct difference, because ACS service-period responses can be collapsed to indicate whether any active-duty service occurred. Harmonization to the binary variable is typically achievable via direct recoding (any reported service period/date -> yes; none -> no), assuming access to the ACS responses (including a 'no active duty' option or equivalent skip/blank logic). No statistical modeling is required for that direction of harmonization.",FOODAPS_0120
FOODAPS,FOODAPS_165,"Have you ever served on active duty in the U.S. Armed Forces, Reserves, or National Guard?",ACS_99,When did this person serve on active duty in the U.S. Armed Forces?,Veterans,F1,RS,RS.1,Scale type,HIGH,0.9,0.5445140849964047,Q1,Binary yes/no response format vs. categorical service era selection - both capture lifetime service but in fundamentally different response formats | Binary lifetime 'ever served' (yes/no) vs ACS service-timing/era response categories; requires collapsing ACS timing categories to an ever-served indicator.,"[Anthropic — F1/RS.1] While Raters A and B coded TC.2 (temporal framing), the core issue here is not truly temporal in nature. Both questions reference the same lifetime timeframe - the survey asks 'ever served' and ACS asks 'when did this person serve' (implying they did serve at some point in their lifetime). The actual barrier is the response format difference: one elicits a binary yes/no response while the other elicits specific service era categories. This is fundamentally a response scale type difference (RS.1). The ACS categorical responses about timing can be directly collapsed to derive a binary 'ever served' indicator (any response indicating a service period = yes), making this F1 feasibility. The temporal aspect (specific eras vs. lifetime) is secondary to the primary response format mismatch. ||| [Openai — F1/RS.1] The primary mismatch is the response format: the survey question elicits a lifetime yes/no indicator of ever serving, whereas the ACS item asks respondents to report/select when they served (service period/era categories) rather than directly answering yes/no. This is chiefly a response scale/type difference (binary vs multi-category timing/era response). Harmonization is feasible via direct recode by collapsing any indicated service period(s) in ACS to an 'ever served' flag (yes if any era selected; no if none, noting that in ACS this question is typically asked only of those already identified as having served).",FOODAPS_0124
FOODAPS,FOODAPS_166,"Have you ever served on active duty in the U.S. Armed Forces, Reserves, or National Guard?",ACS_99,When did this person serve on active duty in the U.S. Armed Forces?,Veterans,F1,RS,RS.1,Scale type,HIGH,0.9,0.5445140849964047,Q1,Binary yes/no response format (ever served) vs. temporal categorical format (when served) - requires collapsing service era categories to binary indicator | Binary lifetime service indicator (ever served) versus temporal/era-based service reporting (when served) requiring collapsing ACS categories to a yes/no indicator.,"[Anthropic — F1/RS.1] All three raters agree on RS.1 (scale type difference) as the barrier code, which is correct - one question uses a binary yes/no format while the other asks for temporal periods of service. The disagreement is on feasibility. Raters A and B correctly identify this as F1 (direct recode) because the ACS temporal response categories can be mechanically collapsed into a binary 'ever served' variable - any response indicating a service period maps to 'yes', while 'never served' maps to 'no'. This is a straightforward recoding operation that does not require statistical modeling or assumptions. Rater C's F2 rating overcomplicates the harmonization; collapsing temporal categories to binary is a direct mechanical transformation, not a statistical adjustment. ||| [Openai — F1/RS.1] The two items measure related information but use fundamentally different response formats: FOODAPS is a lifetime yes/no indicator of ever serving on active duty, while ACS elicits timing/era of active-duty service. The primary harmonization task is collapsing the ACS timing categories into a binary ""ever served"" variable, which is a direct mechanical recode (any indicated service period implies ""yes""; nonresponse/no period implies ""no"" as defined by ACS coding). No statistical modeling is required to create the binary indicator from ACS, so feasibility is F1 rather than F2.",FOODAPS_0128
FOODAPS,FOODAPS_172,"Do you/Does anyone in your household own or lease a vehicle, like a car or truck?",ACS_48,"How many automobiles, vans, and trucks of one-ton capacity or less are kept at home for use by members of this household?",Vehicles,F2,CC,CC.1,Concept definition,LOW,0.9,0.3648244369475912,Q1,Survey asks binary yes/no about vehicle ownership/lease; ACS asks for numeric count of vehicles kept at home. Binary response format vs. numeric count format. | Construct mismatch: survey measures any household ownership/lease of a vehicle; ACS measures count of specific light vehicles kept at home for household use.,"[Anthropic — F1/RS.1] All three raters unanimously agree on RS.1 (scale type difference) with F1 feasibility. The primary barrier is the fundamental difference in response format: the survey question asks for a binary yes/no response about vehicle ownership/lease, while the ACS asks for a numeric count of vehicles. This is a clear RS.1 case as the response formats are fundamentally different (binary vs. numeric). All raters correctly note that simple recoding is feasible (ACS count ≥1 maps to 'yes', 0 maps to 'no'). While there are minor secondary differences (ACS specifies vehicle capacity limits, 'kept at home' language, and doesn't explicitly mention leasing), these are subordinate to the primary response scale barrier and don't prevent harmonization. The RS.1 classification with F1 feasibility is appropriate. ||| [Openai — F2/CC.1] Although the response formats differ (binary vs numeric), the more binding issue is construct/operational definition. The survey asks whether anyone in the household owns or leases any vehicle (ownership/lease status regardless of where kept). The ACS item counts the number of certain vehicle types (autos/vans/light trucks) that are kept at home for use by household members—excluding vehicles not kept at home and restricting vehicle scope by type/capacity. These definitional differences can change classification (e.g., a household may have access to/lease a vehicle not kept at home, or have a heavier truck), so a simple 0 vs 1+ recode does not fully harmonize without assumptions or adjustment.",FOODAPS_0608
FOODAPS,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_60,What are the annual real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)",F1,RS,RS.1,Scale type,HIGH,0.9,0.5445140849964047,Q1,FOODAPS asks a binary yes/no question about paying property tax; ACS asks for the annual dollar amount of property taxes. Binary vs. continuous numeric response formats. | Binary yes/no payment indicator (FOODAPS) vs numeric annual dollar amount of real estate taxes (ACS).,"[Anthropic — F1/RS.1] All three raters agree on RS.1 (scale type difference) as the barrier code, which is correct - FOODAPS asks a binary yes/no question while ACS asks for a continuous dollar amount. The disagreement is on feasibility. Raters B and C correctly identify this as F1 (direct recode) because the transformation is mechanical: any ACS value > 0 can be recoded to 'Yes' and $0 or no response can be recoded to 'No'. Rater A's concern about 'payer differences' is not substantively different enough to require statistical adjustment - both questions fundamentally ask about property tax payment on the home/property. The 'THIS property' reference in ACS is contextually equivalent to 'your home' in FOODAPS for owner-occupied housing. This is a straightforward mechanical transformation requiring no modeling or assumptions. ||| [Openai — F1/RS.1] The core construct is aligned (property/real estate tax paid for the home/property). The binding harmonization issue is the response format: FOODAPS is a binary yes/no payment indicator, while ACS captures a numeric annual dollar amount. A harmonized binary variable can be created by mechanically recoding ACS amounts greater than 0 as 'Yes' (and 0 as 'No'), with standard missing/NA handling. This does not require modeling; it is a direct transformation. Any subtle differences in implied payer are not the primary constraint relative to the clear scale-type mismatch.",FOODAPS_0291
FOODAPS,FOODAPS_19,Please verify or enter correct age.,ACS_28,What is Person 2’s age and what is Person 2’s date of birth?,Age,F1,RS,RS.1,Scale type,HIGH,0.9,0.5445140849964047,Q1,"ACS requests both age and date of birth; FOODAPS asks only for age verification/entry. Age can be directly extracted or calculated from DOB. | Survey collects only numeric age; ACS collects age plus date of birth (additional, more granular field), requiring format reduction to a common age measure.","[Anthropic — F1/RS.1] Two raters (B and C) agree on RS.1 with F1 feasibility, while Rater A coded PM.2 with F2. The core issue is that ACS collects both age AND date of birth while FOODAPS only collects/verifies age - this is fundamentally a response format difference (what information is requested), not a derived variable algorithm difference. Both questions are asking about the same underlying construct (age), but the ACS requests additional granular data (DOB). Since age can be directly extracted from the ACS response or calculated from DOB, this is mechanically transformable (F1). Rater A's PM.2 coding would be more appropriate if the issue were about how age is computed from DOB, but the primary barrier here is simply the different response formats requested. ||| [Openai — F1/RS.1] The primary difference is the response format/data elements collected: the survey asks only for age (verification/entry of a single numeric value), while the ACS collects both age and full date of birth. This is a response-scale/format mismatch rather than a processing/derived-variable issue, because neither instrument is explicitly deriving a constructed variable; one simply collects more granular information. Harmonization is feasible via direct recode by retaining age as the common denominator (or computing age from DOB if needed, using a standard reference date), so F1 is appropriate.",FOODAPS_0447
FOODAPS,FOODAPS_2,What is your name?,ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household,F1,CC,CC.4,Scope inclusions,HIGH,0.9,0.5445140849964047,Q1,"Survey asks only for respondent's name; ACS asks for both name and telephone number, making ACS broader in scope with an additional data element. | Survey collects only respondent name; ACS collects name plus telephone number of the person filling out the form (additional component not present in the survey).","[Anthropic — F1/CC.4] The key difference between these questions is scope: the survey asks only for name, while the ACS asks for both name AND telephone number. This is a scope inclusion difference (CC.4) rather than an operationalization difference (CC.2). The core construct (name) is the same, but ACS includes an additional component (phone number). Two raters (A and C) coded CC.2, but their reasoning actually describes a scope difference - ACS collects additional data elements. Rater B correctly identified this as CC.4 (scope inclusions - different components collected). The feasibility is F1 because the name component can be directly extracted from the ACS response without any statistical adjustment - it's a simple matter of using only the name field and ignoring the telephone number field. ||| [Openai — F1/CC.4] Both items identify the person completing the instrument, but the ACS item has broader scope by explicitly collecting an additional contact component (telephone number) alongside the name. The primary harmonization issue is the mismatch in included components (name-only vs name+phone), not a temporal, population, or response-scale incompatibility. Harmonization of the name element is straightforward via direct recode/extraction, while the phone component would be missing for the survey item.",FOODAPS_0198
FOODAPS,FOODAPS_36,What is the level of school that you attend when not on a school break?,ACS_74,What grade or level was this person attending?,School Enrollment,F1,TC,TC.2,Temporal framing,HIGH,0.9,0.5445140849964047,Q1,FOODAPS asks for habitual school level (when not on break) while ACS asks for current/recent grade level being attended (point-in-time) - temporal framing differs | Habitual (when not on a school break) school level vs point-in-time/current grade/level attending.,"[Anthropic — F1/TC.2] Two raters (B and C) agree on TC.2 as the barrier code, identifying the temporal framing difference between habitual/usual (FOODAPS: 'when not on a school break') versus point-in-time (ACS: 'was attending'). Rater A coded CC.2 (operationalization), but the core difference is not about how school level is defined or measured - both questions ask about the same construct (school level/grade). The difference lies in the temporal framing: FOODAPS asks about the usual/habitual state during non-break periods, while ACS asks about current/recent attendance. For feasibility, F1 is appropriate because for most respondents, the school level they attend habitually when not on break would be the same as what they were attending at the time of the ACS interview - the temporal difference is minor and a direct recode is feasible without requiring statistical modeling. ||| [Openai — F1/TC.2] The dominant difference is temporal framing: FOODAPS asks for the usual/typical school level attended when not on a break (a habitual framing meant to avoid vacation-period misclassification), whereas the ACS wording is effectively point-in-time/current attendance at the interview. This is a temporal framing issue rather than a different underlying construct of schooling. In practice, the grade/level categories can be aligned via direct recode, with the caveat that respondents interviewed during breaks may answer differently in FOODAPS than ACS; but no modeling is required to harmonize the response options.",FOODAPS_0405
FOODAPS,FOODAPS_62,Is NAME’s spouse a member of this household?,ACS_26,What is Person 2’s name? How is this person related to Person 1?,Relationship,F1,CC,CC.2,Operationalization,HIGH,0.9,0.5445140849964047,Q1,FOODAPS asks binary spouse presence (yes/no); ACS records categorical relationship types that must be recoded to derive spouse presence indicator | Binary spouse-in-household presence question vs. categorical relationship-to-reference-person measure that must be deterministically derived to create a spouse-present indicator,"[Anthropic — F1/CC.2] Two raters (B and C) agree on CC.2, which is appropriate because the core issue is operationalization - one question asks directly about spouse presence (binary yes/no), while the other captures relationship categories from which spouse presence must be derived. This is a difference in how the same underlying concept (spouse in household) is measured, not merely a response scale difference. Rater A's RS.1 coding focuses on the format difference, but the taxonomy hierarchy indicates CC > RS when the scale difference reflects a construct operationalization difference. Between B and C, Rater C's F1 feasibility is more accurate because deriving spouse presence from ACS relationship codes is a straightforward mechanical recode - if any household member has relationship code 'spouse' or 'husband/wife' to Person 1, the answer is yes. This doesn't require statistical modeling, just logical mapping of relationship categories. ||| [Openai — F1/CC.2] The FOODAPS item is a derived household-level indicator of whether NAME has a spouse residing in the household, while the ACS collects person-to-person relationship categories (e.g., spouse) relative to Person 1. This is primarily an operationalization difference: one instrument asks directly for spouse presence, the other captures relationships from which spouse presence can be constructed. Harmonization is feasible via direct derivation (e.g., flagging whether any household member is coded as spouse of Person 1 / of NAME), so no modeling is required beyond deterministic recoding/derivation from relationship codes.",FOODAPS_0168
FOODAPS,FOODAPS_64,"This week and next week is NAME attending classes for:  (1) Kindergarten (2) Elementary/grade school (4) Middle/junior high school (6) High school (7) Homeschool (7) Other school (college, technical school, etc.) (8) No, not attending classes",ACS_14,"Would that be high school, college, or university?",School Enrollment,F1,RS,RS.2,Category structure,HIGH,0.9,0.5445140849964047,Q1,"FoodAPS provides 8 detailed educational level categories (kindergarten through college/other); ACS asks only about high school, college, or university - requiring category collapse with loss of granularity for lower grade levels | FoodAPS has many school-level categories (plus homeschool/not attending) while ACS offers only three categories (high school/college/university), requiring collapsing/flagging out-of-scope categories.","[Anthropic — F1/RS.2] Raters A and B both correctly identify RS.2 (category structure) as the primary barrier, noting that FoodAPS provides 8 detailed educational level categories while ACS only asks about high school, college, or university. Rater C's CC.4 coding focuses on the ACS being a filtered follow-up question, but this is more about question routing context than a fundamental construct difference. The core issue is that both questions measure the same construct (educational level attended) but with different category granularity. FoodAPS categories can be collapsed to match ACS categories (kindergarten/elementary/middle school would be excluded or coded differently, high school maps directly, and college/other maps to college/university), making this a direct recode situation (F1) with some information loss for lower grade levels. ||| [Openai — F1/RS.2] The primary issue is a response category structure mismatch: FoodAPS provides a detailed grade-level/attendance list (including kindergarten/elementary/middle/high school/homeschool/other/not attending), while the ACS item asks respondents to choose among only high school, college, or university. This is best treated as a response-scale category structure problem rather than a construct/scope incompatibility because FoodAPS includes an explicit 'Other school (college, technical school, etc.)' category that can be mapped into the ACS postsecondary options, and FoodAPS 'High school' maps directly to ACS 'high school'. The remaining FoodAPS categories (K–middle, homeschool, not attending) can be recoded as outside the ACS three-category classification (e.g., set to missing/not in universe for that follow-up), implying a mechanical transformation is possible though information is lost.",FOODAPS_0417
