pair_id,foodaps_q_id,foodaps_text,acs_q_id,acs_text,subtopic,fuzz_ratio,fuzz_partial,fuzz_token_sort,fuzz_token_set,jaccard,levenshtein_norm,fuzzy_classification
P_0091,FAPS_0322,Keep track of the foods and drinks that children age 13 and under in your household got?,ACS_0099,Does this person have any of his/her own grandchildren under the age of 18 living in this house or apartment?,Age,47.71573604060914,50.0,52.79187817258884,56.21621621621622,16.7,47.71573604060914,distinct
P_0092,FAPS_0322,Keep track of the foods and drinks that children age 13 and under in your household got?,ACS_0100,Is this grandparent currently responsible for most of the basic needs of any grandchildren under the age of 18 who live in this house or apartment?,Age,44.25531914893617,52.27272727272727,46.808510638297875,51.851851851851855,15.2,44.25531914893617,distinct
P_0093,FAPS_0323,Record the foods and drinks that children age 13 and under in your household got?,ACS_0023,What is Person 1’s age and what is Person 1’s date of birth?,Age,39.71631205673759,48.21428571428571,39.71631205673759,43.90243902439025,9.1,39.71631205673759,distinct
P_0094,FAPS_0323,Record the foods and drinks that children age 13 and under in your household got?,ACS_0029,What is Person 2’s age and what is Person 2’s date of birth?,Age,39.71631205673759,48.21428571428571,38.297872340425535,42.27642276422764,9.1,39.71631205673759,distinct
P_0095,FAPS_0323,Record the foods and drinks that children age 13 and under in your household got?,ACS_0035,What is Person 3’s age and what is Person 3’s date of birth?,Age,39.71631205673759,48.21428571428571,39.71631205673759,43.90243902439025,9.1,39.71631205673759,distinct
P_0096,FAPS_0323,Record the foods and drinks that children age 13 and under in your household got?,ACS_0072,Where was this person born?,Age,33.333333333333336,42.307692307692314,29.629629629629626,30.769230769230774,0.0,33.333333333333336,distinct
P_0097,FAPS_0323,Record the foods and drinks that children age 13 and under in your household got?,ACS_0099,Does this person have any of his/her own grandchildren under the age of 18 living in this house or apartment?,Age,46.31578947368421,48.71794871794872,51.578947368421055,55.056179775280896,13.8,46.31578947368421,distinct
P_0098,FAPS_0323,Record the foods and drinks that children age 13 and under in your household got?,ACS_0100,Is this grandparent currently responsible for most of the basic needs of any grandchildren under the age of 18 who live in this house or apartment?,Age,42.98245614035088,50.617283950617285,46.49122807017544,53.588516746411486,12.5,42.98245614035088,distinct
P_0099,FAPS_0341,"[Do you/Does your household] shop for food depending on when you receive income or food assistance benefits (WIC, [Insert State SNAP Name], etc.)?",ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,38.064516129032256,41.54929577464789,47.096774193548384,50.33112582781457,21.6,38.064516129032256,distinct
P_0100,FAPS_0342,Did [you/your household] receive any benefits from [State SNAP name] during the [insert number of day fill] day Food Log period?,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,47.26027397260274,51.23966942148761,53.42465753424658,58.24561403508772,33.3,47.26027397260274,distinct
P_0101,FAPS_0343,[If Yes to D2] On what date did [you/your household] last receive benefits from [State SNAP name]?,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,47.32824427480916,56.122448979591844,40.458015267175576,48.648648648648646,20.6,47.32824427480916,distinct
P_0102,FAPS_0344,If Yes to D2] How much did [you/your household] receive from [State SNAP name] during the [insert number of day fill] day Food Log period?,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,45.6953642384106,45.643153526970956,50.9933774834437,54.23728813559322,23.1,45.6953642384106,distinct
P_0103,FAPS_0372,Do you think that receiving a single daily reminder was the right number of reminders?,ACS_0094,What is this person’s marital status?,Marital,32.52032520325203,42.85714285714286,35.77235772357723,35.77235772357723,0.0,32.52032520325203,distinct
P_0104,FAPS_0372,Do you think that receiving a single daily reminder was the right number of reminders?,ACS_0095,In the past 12 MONTHS did this person get  a. Married? b. Widowed? c. Divorced?,Marital,36.36363636363637,38.70967741935484,40.243902439024396,40.24390243902439,7.1,36.36363636363637,distinct
P_0105,FAPS_0372,Do you think that receiving a single daily reminder was the right number of reminders?,ACS_0096,How many times has this person been married?,Marital,38.46153846153846,48.78048780487805,38.46153846153846,38.46153846153846,0.0,38.46153846153846,distinct
