classification,confidence,reference_period_a,reference_period_b,reasoning,consolidation_potential,pair_id,model
exact_duplicate,high,not specified,not specified,"Both questions ask for the same demographic characteristic (biological sex) with virtually identical meaning and intent. Question A uses direct phrasing ('Are you male or female?') while Question B uses slightly more formal wording ('What is Person 1's sex?'), but both elicit the same binary response categories and measure the same concept without any meaningful substantive differences.",yes,P_0016,claude-haiku-4-5-20251001
not_comparable,high,not specified,currently,"Question A requests verification or entry of a respondent's age (a basic demographic attribute), while Question B asks about current caregiving responsibility for grandchildren under 18. These address entirely different concepts: one is a personal demographic characteristic and the other is a household relationship and caregiving status. Despite both involving age as a variable, they serve different survey purposes and measure different constructs.",no,P_0015,claude-haiku-4-5-20251001
not_comparable,high,not specified,current household at time of survey,"Question A requests verification or correction of a respondent's own age, while Question B asks about the presence of grandchildren under 18 in the household. These measure entirely different demographic attributes with no conceptual overlap. Despite both being age-related survey topics, they address different populations (the respondent vs. grandchildren) and different measurement objectives (individual age vs. multigenerational household composition).",no,P_0014,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask for the same demographic characteristic (sex/gender) with no time reference component. Question A uses 'male or female' while Question B uses 'sex,' but these are functionally identical inquiries about the same biological or gender attribute. The only minor difference is that Question B specifies 'Person 2' (indicating a roster position) while Question A does not, but this is a survey administration detail rather than a conceptual difference.",yes,P_0017,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Both questions address race/ethnicity but ask fundamentally different things with different response structures. Question A requests comprehensive race and/or ethnicity identification with a 'select all that apply' format, while Question B is a yes/no screener question specifically about Hispanic/Latino/Spanish origin only. Question A covers the full racial/ethnic spectrum whereas Question B captures only one dimension (Hispanic origin), making them distinct in scope and design.",no,P_0019,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,Both questions ask for the same demographic characteristic (sex/gender) with identical reference to the present moment (no specific time frame). The only difference is stylistic phrasing: Question A uses direct second-person address while Question B uses third-person reference to a specific household member. Both expect the same categorical response format (male/female or similar binary options).,yes,P_0018,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified,not specified,"Both questions ask about race/ethnicity, but Question A explicitly allows multiple selections ('Select all that apply'), while Question B appears to use a single-response format ('Person 1's race'). This difference in response format reflects different approaches to capturing racial/ethnic identity—one inclusive of multiracial respondents and one potentially more limited. The ACS also specifically references a person identifier, suggesting it may be part of a household roster context, whereas FoodAPS uses more open language.",partial,P_0020,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Both questions address race/ethnicity but ask fundamentally different things. Question A requests a comprehensive self-identified race and/or ethnicity classification with multiple selection capability, while Question B isolates only Hispanic/Latino/Spanish origin as a yes/no screening question. Question B appears to be a single branching item within a broader race/ethnicity module, not a complete equivalent to Question A's comprehensive approach. The response formats differ significantly: Question A uses 'select all that apply' while Question B uses a binary format.",partial,P_0021,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified,not specified,"Both questions ask about race/ethnicity as the core concept with no time reference differences. However, Question A explicitly allows ""Select all that apply"" (multiple response format) while Question B asks for a single response about ""Person 2's race"" (singular format). This fundamental difference in response structure means the questions would capture data differently—Question A accommodates multiracial/multiethnic respondents while Question B typically forces a single-race selection.",partial,P_0022,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Question A asks for race and/or ethnicity with a 'select all that apply' format, capturing multiple racial/ethnic identities simultaneously. Question B asks only about Hispanic/Latino/Spanish origin as a yes/no determination, which is a narrower scope addressing one specific ethnic origin rather than comprehensive race and ethnicity. While both touch on ethnicity, they capture different dimensional constructs with different response formats.",no,P_0023,claude-haiku-4-5-20251001
near_duplicate,high,current,not specified,"Both questions measure marital status as a core demographic characteristic with identical conceptual intent. Question A explicitly uses 'currently' while Question B implies present status without specification, but this represents a negligible wording difference that does not affect meaning. Both would yield equivalent response categories (married, widowed, divorced, separated, never married) and serve the same analytical purpose.",yes,P_0025,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified,not specified,"Both questions ask about the same core concept (race/ethnicity), but differ fundamentally in response format. Question A explicitly allows multiple selections ('Select all that apply'), accommodating multiracial respondents, while Question B uses singular language ('Person 3's race') implying a single-choice response format. This format difference affects how mixed-race or multiethnic individuals can respond and would produce non-equivalent data structures.",partial,P_0024,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,past 12 months,"Question A asks about current marital status (a state at a point in time), while Question B asks about marital events that occurred in the past 12 months (transitions or changes). These measure fundamentally different concepts: FoodAPS captures status, while ACS captures recent events. Question A also includes ""separated"" as an option, which Question B omits entirely.",no,P_0026,claude-haiku-4-5-20251001
response_format_mismatch,high,current/present,lifetime (last occurrence),"Both questions address marital status but capture fundamentally different information through different response formats. Question A asks for current marital status category (married, widowed, divorced, separated, never married), while Question B asks for the specific year of last marriage, which only applies to people who have ever been married. Question A provides a categorical snapshot of current state; Question B provides a temporal data point about a past event.",partial,P_0028,claude-haiku-4-5-20251001
related_but_distinct,high,current,lifetime,"Question A asks for current marital status (present state: married, widowed, divorced, separated, or never married), while Question B asks for the total number of times married across a person's lifetime. These measure different dimensions of marital history—one captures present status, the other captures cumulative marital events. A person could answer 'divorced' to Question A while answering '2' to Question B.",no,P_0027,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"While both questions address household relationships, they ask fundamentally different things. Question A uses a yes/no format to specifically identify whether a spouse is present in the household, whereas Question B uses a categorical format to identify the relationship of any household member to a reference person. Question A targets a specific relationship type with binary response, while Question B categorizes all possible relationships for all household members. These different response structures and scopes make them distinct despite overlapping conceptual territory.",partial,P_0029,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Question A asks a yes/no question about whether a spouse exists in the household, while Question B asks for the relationship type of a specific person to Person 1. Question B captures more granular information (spouse, parent, child, etc.) and can derive the answer to Question A, but they operate at different analytical levels—one is binary spouse presence, the other is categorical relationship classification. Question B is broader in scope and could subsume Question A's information.",yes,P_0030,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Both questions address household relationships, but they operate at different levels of specificity and measurement logic. Question A uses a yes/no binary format to identify one specific relationship type (spouse presence), while Question B employs a categorical approach to classify the relationship of any household member to a reference person (Person 1). Question A targets a specific relationship identification task, whereas Question B maps all household relationships through a single reference point.",partial,P_0031,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask for the same information: how a household member is related to a reference person (NAME/Person 1). The wording differs slightly (Question A uses second-person perspective 'relationship to you' while Question B uses third-person 'related to Person 1'), but they capture identical information with identical response categories. The relationship between household members is a static characteristic that does not change based on survey context.",yes,P_0033,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask for the same core information: how a household member is related to a reference person in the household. Question A asks the relationship 'to you' (the respondent) while Question B asks the relationship 'to Person 1' (the reference person), but in household surveys these are functionally equivalent since the respondent typically serves as the reference person. The wording differences are purely stylistic and do not affect the meaning or response options.",yes,P_0032,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask for the same core information: how a household member is related to a reference person in the household. Question A asks for the relationship 'to you' (the respondent) while Question B asks the relationship 'to Person 1' (the reference person), but these are functionally equivalent in household roster contexts. The wording differs minimally and both use the same implicit response format (relationship categories).",yes,P_0034,claude-haiku-4-5-20251001
near_duplicate,high,not specified,not specified,"Both questions aim to collect date of birth information to derive age, which is the stated subtopic. Question A directly asks for date of birth, while Question B asks for both age and date of birth. The minor difference is that Question B redundantly collects both derived (age) and source (date of birth) data, whereas Question A collects only the source data. These are functionally equivalent for determining a person's age.",yes,P_0035,claude-haiku-4-5-20251001
near_duplicate,high,not specified,not specified,"Both questions ask for date of birth information to determine age, which is the core concept. Question A directly requests date of birth, while Question B asks for both age AND date of birth. The ACS formulation is slightly redundant since age can be calculated from date of birth, but both are collecting the same fundamental demographic information with no time-dependent element.",yes,P_0037,claude-haiku-4-5-20251001
near_duplicate,high,not specified,not specified,"Both questions ask for date of birth information to establish age, which is the core concept under the Age subtopic. Question A directly requests date of birth, while Question B asks for both age and date of birth from the same person. The minor wording difference (using a name variable in A versus a positional identifier in B) does not substantively change what is being measured. Both are collecting the same demographic identifier in the same way.",yes,P_0036,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"Question A asks for date of birth (a specific demographic identifier used to calculate age), while Question B asks for place of birth (geographic origin). Although both relate to birth, they measure fundamentally different attributes—one temporal and one geographic—and cannot serve as substitutes for each other despite the SUBTOPIC label of 'Age'.",no,P_0038,claude-haiku-4-5-20251001
not_comparable,high,not specified,current household at time of survey,"Question A asks for an individual's date of birth (a fixed demographic identifier), while Question B asks about the presence of grandchildren under 18 in the household (a relational family composition question). These are fundamentally different concepts—one establishes age, the other establishes family relationships and coresidence. While both relate broadly to age/family structure, they measure entirely distinct things and serve different survey purposes.",no,P_0039,claude-haiku-4-5-20251001
not_comparable,high,not specified,currently,"Question A requests a factual demographic identifier (date of birth) used for establishing identity and calculating age, while Question B asks about a current caregiving responsibility relationship. These measure fundamentally different constructs: one is a static biographical fact, the other is a functional household relationship status. They cannot serve as substitutes for one another despite both relating to age in different ways.",no,P_0040,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,Both questions ask for the same demographic characteristic (sex/gender) with virtually identical meaning and no specified time reference. The only difference is minor wording variation: FoodAPS uses the phrasing 'Is NAME male or female?' while ACS uses 'What is Person 1's sex?' These variations are stylistic and do not substantively change the question's intent or expected response options.,yes,P_0041,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,Both questions ask for the same demographic characteristic (sex/gender) about a named household member with identical response options (male/female). The only difference is minor wording variation: Question A uses the colloquial phrasing 'Is NAME male or female?' while Question B uses the more formal 'What is Person 2's sex?' These stylistic differences do not meaningfully alter the concept being measured or how respondents would interpret the question.,yes,P_0042,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified,not specified,"Both questions ask about the same core concept (respondent's race/ethnicity), but they differ significantly in response format. Question A explicitly allows multiple selections (""Select all that apply""), while Question B uses singular phrasing (""What is Person 1's race?"") implying a single categorical response. This format difference affects how multiracial respondents can answer and would produce non-equivalent data structures.",partial,P_0045,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask for the same demographic characteristic (sex/gender) about a named individual with no specified time reference. The wording differs slightly (""Is NAME male or female?"" vs ""What is Person 3's sex?""), but both use standard binary sex categories and are asking for current/static demographic information rather than time-bounded data. The minor phrasing variations are typical stylistic differences between surveys and do not affect the substantive meaning or response format.",yes,P_0043,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Question A asks for race and/or ethnicity with multiple selection allowed, while Question B asks specifically about Hispanic/Latino/Spanish origin as a binary yes/no question. Question B captures only one dimension of ethnicity, whereas Question A attempts to collect comprehensive race and ethnicity information. These questions serve different purposes: Question A seeks complete racial/ethnic identification, while Question B is a screener question for Hispanic origin specifically (typically followed by separate race questions in the ACS).",no,P_0044,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified,not specified,"Both questions address race/ethnicity but with fundamentally different response formats. Question A asks about race AND ethnicity with a 'select all that apply' format allowing multiple responses, while Question B isolates only Hispanic/Latino/Spanish origin with a yes/no format. Question A captures comprehensive racial/ethnic identity while Question B is a single-topic screener question that typically precedes detailed race categories in the ACS.",partial,P_0046,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified,not specified,"Both questions ask about the same core concept (race/ethnicity), but differ significantly in response format. Question A explicitly allows multiple selections (""select all that apply""), capturing multiracial/multiethnic respondents, while Question B appears to request a single response (""What is Person 2's race?""). This difference in response format means they would produce different data structures and potentially different reported values for the same individual.",partial,P_0047,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified,not specified,"Both questions ask about the same core concept (race/ethnicity) for a specific person, but they differ fundamentally in response format. Question A explicitly states 'Select all that apply,' allowing multiple race/ethnicity selections, while Question B uses singular 'What is Person 3's race?' implying a single-response format. This format difference affects data comparability since FoodAPS captures multiracial/multiethnic respondents differently than ACS's single-race structure.",partial,P_0049,claude-haiku-4-5-20251001
near_duplicate,high,currently,not specified,"Both questions ask about marital status as a core concept. Question A explicitly uses 'currently' and provides specific response categories (married, widowed, divorced, separated, never married), while Question B uses open-ended phrasing without specifying a time reference. The ACS question typically uses the same response categories as FoodAPS, making them functionally equivalent despite minor wording differences. The explicit 'currently' in Question A adds slight clarity but doesn't substantively change the meaning.",yes,P_0050,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Both questions address race/ethnicity but ask fundamentally different things. Question A requests all applicable race and/or ethnicity categories using a 'select all that apply' format, capturing the full racial/ethnic identity profile. Question B is a single, specific question about Hispanic/Latino/Spanish origin only, designed as a screening question rather than a comprehensive race/ethnicity inventory. The ACS question is typically followed by separate race questions, making it a component of a multi-part race/ethnicity assessment rather than an equivalent to FoodAPS's consolidated approach.",partial,P_0048,claude-haiku-4-5-20251001
response_format_mismatch,high,current/present,lifetime,"Both questions address marital status but operationalize it differently. Question A asks for current marital status category (married, widowed, divorced, separated, never married), while Question B asks for the count of times married across a person's lifetime. Question A cannot be derived from Question B without additional information about marital transitions, and vice versa—knowing someone has been married twice tells you nothing about their current status.",no,P_0052,claude-haiku-4-5-20251001
related_but_distinct,high,current status (not specified),past 12 months,"Question A asks for current marital status (a state at the time of survey), while Question B asks about marital events that occurred in the past 12 months. These measure different concepts: Question A captures a snapshot of marital status, whereas Question B captures marital transitions/events. Someone could be currently married (Question A) but have gotten married more than 12 months ago (not captured by Question B), or divorced in the past 12 months but currently divorced (both would answer yes to B but differently to A depending on timing).",partial,P_0051,claude-haiku-4-5-20251001
related_but_distinct,high,current/present,lifetime/at any point,"Question A asks for current marital status (categorical: married, widowed, divorced, separated, or never married), while Question B asks for the year of the last marriage, which is a continuous data point. These capture different information—one is a state snapshot and the other is a historical event. Someone currently divorced would answer 'divorced' on Question A but might report a marriage year from 20 years ago on Question B, making them complementary rather than equivalent.",partial,P_0053,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Question A targets a specific relationship (spouse membership in household) using a yes/no format, while Question B uses an open-ended relationship classification approach that captures all relationship types to a reference person. Question A is narrower in scope and asks about household membership status, whereas Question B asks about relationship type more broadly. While both relate to household relationships, they serve different purposes: A screens for spouse presence, B categorizes all relationships.",partial,P_0054,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Both questions address household relationships, but they operate at different levels of specificity. Question A is a yes/no screener asking specifically about spousal status for a named individual, while Question B uses a categorical open-ended approach asking how any person relates to the reference person (Person 1). Question A assumes a spouse exists and confirms membership; Question B identifies the relationship type among all household members including spouse, parent, child, etc.",partial,P_0055,claude-haiku-4-5-20251001
not_comparable,high,this week and next week,not specified,"Question A asks about reasons for school non-attendance during a specific two-week period, while Question B collects basic demographic information (age/date of birth) with no time reference. These serve entirely different purposes: A is behavioral/situational while B is identifying information. They are fundamentally measuring different constructs.",no,P_0058,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Question A specifically asks about spouse membership in the household, using a yes/no format targeted at one named individual's marital/household relationship. Question B asks for the relationship of any person to Person 1 using a categorical response format that could include spouse but also parent, child, sibling, etc. While spouse identification overlaps, Question B captures broader relationship categories and is not spouse-specific, making them distinct in scope and intent despite both addressing household relationships.",partial,P_0056,claude-haiku-4-5-20251001
not_comparable,high,this week and next week,not specified,"Question A asks about reasons for school non-attendance in a specific future time period, while Question B asks about birthplace, which is a fixed biographical characteristic. These are entirely different concepts—one addresses school enrollment status/barriers and the other addresses geographic origin. The 'Age' subtopic label appears to be a labeling error, as neither question directly measures age, though Question A implies school-age population.",no,P_0060,claude-haiku-4-5-20251001
not_comparable,high,this week and next week,not specified,"Question A asks for the reason a child will not attend school during a specific future period (this week and next week), while Question B asks for basic demographic information about age/date of birth with no time reference. These are fundamentally different questions: one is about school attendance reasons (a behavioral/status variable), the other is about age identification (a demographic characteristic). While both relate to the broad topic of age, they serve completely different purposes and cannot substitute for one another.",no,P_0057,claude-haiku-4-5-20251001
not_comparable,high,this week and next week,not specified,"These questions address fundamentally different concepts. Question A asks about reasons for school non-attendance during a specific two-week period, while Question B asks for basic demographic information (age and date of birth). Although both questions may involve age-related data, Question A is behavioral/administrative (school attendance reasons) while Question B is purely demographic collection. They cannot be consolidated as they serve entirely different purposes.",no,P_0059,claude-haiku-4-5-20251001
not_comparable,high,this week and next week,not specified (current household composition),"These questions address entirely different concepts despite both relating to age. Question A asks about reasons a specific child will not attend school in a defined future period, while Question B asks whether a respondent has grandchildren under 18 currently living in the household. One concerns school attendance barriers, the other concerns household composition and intergenerational relationships.",no,P_0061,claude-haiku-4-5-20251001
not_comparable,high,this week and next week,currently,"These questions address entirely different concepts: Question A asks about reasons for school non-attendance (educational participation/barriers), while Question B asks about grandparent caregiving responsibility (family structure/household relationships). The subtopic label 'Age' is misleading—Question A uses age as a response category for non-attendance, while Question B uses age as a filter criterion. Despite both involving children, they measure fundamentally different dimensions.",no,P_0062,claude-haiku-4-5-20251001
reference_period_mismatch,high,past 30 days,past 12 months,"Both questions ask about the same program (SNAP/Food Stamps) with identical core concept and yes/no response format. However, they differ significantly in their time frames: Question A asks about the past 30 days while Question B asks about the past 12 months. This temporal difference means they capture different populations—Question A identifies current recipients while Question B identifies anyone who received benefits at any point during the year, making them non-equivalent measures.",no,P_0063,claude-haiku-4-5-20251001
reference_period_mismatch,high,past 30 days,past 12 months,"Both questions ask about the same core concept—SNAP/Food Stamp receipt by household members—but with substantially different reference periods (30 days vs. 12 months). This temporal difference means the questions measure different things: Question A captures recent current/ongoing benefit use, while Question B captures any receipt during a longer window. The wording and response formats are otherwise equivalent, but the reference period mismatch prevents them from being treated as duplicates.",partial,P_0064,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,past 12 months,"Both questions address SNAP receipt but measure fundamentally different constructs. Question A asks respondents to identify which specific household members are assigned to particular EBT cards (administrative assignment), while Question B asks whether anyone received SNAP benefits in the past 12 months (benefit receipt status). Question A presupposes existing EBT cards and focuses on card-to-person matching, whereas Question B is a simple yes/no screener for any household SNAP participation.",no,P_0067,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,past 12 months,"Both questions address SNAP receipt but ask fundamentally different things. Question A assumes SNAP receipt is already confirmed and asks which household members are assigned to a specific EBT card, requiring identification of individuals on that card. Question B is a basic screener asking whether anyone in the household received SNAP benefits in the past 12 months with a yes/no format. Question A is a follow-up/roster question dependent on prior SNAP confirmation, while Question B is an eligibility/receipt question. They serve different survey purposes and cannot substitute for each other.",no,P_0066,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,past 12 months,"While both questions address SNAP benefits, they serve fundamentally different purposes. Question B asks a basic yes/no screening question about household SNAP receipt (eligibility/participation), whereas Question A presumes SNAP participation and seeks to identify specific individuals assigned to particular EBT cards (administrative roster details). Question A is an operational/administrative follow-up that only applies when Question B's condition is met, making them sequential rather than equivalent measures.",no,P_0068,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,past 12 months,"While both questions address SNAP participation, they measure fundamentally different things. Question A asks about the number of active EBT cards currently issued at an address (a point-in-time count of administrative records), whereas Question B asks about receipt of SNAP benefits during a 12-month recall period (a household-level participation indicator). Question A's focus on card count rather than participation status, combined with its lack of time reference, makes it distinct from the behavioral/receipt question in B.",partial,P_0065,claude-haiku-4-5-20251001
related_but_distinct,high,"last receipt of benefits (point-in-time, unspecified how far back)",past 12 months,"While both questions address SNAP receipt, they measure fundamentally different things. Question A asks for the specific date of the most recent benefit receipt (a point-in-time factual detail), whereas Question B asks whether any receipt occurred within a 12-month period (a yes/no prevalence measure). Question A could identify someone who received benefits years ago, while Question B specifically bounds the timeframe to the past year. These serve different analytical purposes and cannot be directly substituted.",no,P_0069,claude-haiku-4-5-20251001
exact_duplicate,high,last 12 months,past 12 months,"Both questions ask about SNAP benefit receipt during an identical 12-month reference period with identical response format (yes/no). Question B provides slightly more explicit language by naming both 'Food Stamp Program' and 'SNAP,' but this is additive clarity rather than a substantive difference. The core concept, time frame, and expected response pattern are functionally equivalent.",yes,P_0072,claude-haiku-4-5-20251001
related_but_distinct,high,"last time benefits were received (specific transaction, timing unspecified)",past 12 months,"Both questions address SNAP participation but ask fundamentally different things: Question A asks for a specific dollar amount from a particular benefit deposit (a detailed transaction-level question), while Question B asks only whether any SNAP benefits were received at all during a 12-month period (a yes/no eligibility question). Question A cannot serve as a replacement for Question B because someone who received SNAP could refuse or be unable to recall the specific dollar amount, and the questions target different data needs (benefit amount vs. program participation).",no,P_0070,claude-haiku-4-5-20251001
reference_period_mismatch,high,ever (lifetime),past 12 months,"Both questions ask about SNAP receipt using identical response formats (yes/no), but they differ fundamentally in their time reference. Question A asks about ever receiving SNAP benefits (lifetime), while Question B asks specifically about receipt in the past 12 months. This temporal difference means they measure different populations and concepts—Question A would include anyone who ever received benefits, while Question B measures current/recent participation.",no,P_0071,claude-haiku-4-5-20251001
reference_period_mismatch,high,Last occurrence (no time bound specified),Past 12 months,"Both questions ask about SNAP receipt, but they measure fundamentally different things. Question A asks when the respondent last received benefits (a point-in-time reference), while Question B asks whether any receipt occurred within the past 12 months (a period prevalence measure). Question A could identify someone who received SNAP years ago, while Question B identifies current or recent users. These cannot be used interchangeably.",no,P_0074,claude-haiku-4-5-20251001
near_duplicate,high,last 12 months,past 12 months,"Both questions ask about SNAP receipt over an identical 12-month reference period and measure the same concept. The primary difference is that Question A asks respondents to identify specific household members who received benefits (list format), while Question B uses a yes/no household-level format. This structural difference in response collection does not meaningfully alter the underlying concept being measured, as both ultimately capture SNAP participation in the same timeframe.",partial,P_0073,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (appears to reference a specific point in time),past 12 months,"Both questions address SNAP benefits but measure fundamentally different constructs. Question A asks for a specific dollar amount loaded on an EBT card at a particular moment, requiring respondent recall of a precise monetary value. Question B asks a yes/no screening question about whether any household member received SNAP benefits during the past year. Question A captures transaction-level detail while Question B captures only program participation status, making them complementary rather than equivalent.",no,P_0075,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions address fundamentally different constructs. Question A asks for a roster of household members filtered by specific demographic criteria (female, age 14-52), which is a household composition/listing task. Question B asks for the sex of a single identified person (Person 1), which is a demographic attribute question. Question A is roster-building; Question B is attribute collection for an already-identified individual.",no,P_0076,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"Question A asks for identification and enumeration of female household members within a specific age range (14-<53), serving a roster-building or demographic filtering function. Question B asks about the sex of a specific person (Person 2), assuming that person has already been identified. These questions operate at different levels: A screens and lists individuals by sex and age criteria, while B simply records the sex attribute of an already-identified individual.",no,P_0077,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"Question A asks for identification and listing of female household members within a specific age range (14-52), making it a roster/screening question that determines which individuals qualify for subsequent survey modules. Question B asks for the sex of a specific person (Person 3) already identified in the household roster, making it a simple demographic attribute question. These serve fundamentally different purposes: one filters and identifies respondents, the other characterizes an already-identified person.",no,P_0078,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,past 12 months,"Question A asks WHERE benefits are used (store location), while Question B asks WHETHER benefits were received. These are fundamentally different questions—B establishes SNAP participation status, while A assumes participation and collects behavioral/retail data. Question A's reference period is also unclear (appears to be current/recent usage without explicit timeframe), whereas B explicitly specifies 12 months. They address different constructs despite both relating to SNAP.",no,P_0079,claude-haiku-4-5-20251001
